sequence_id,label,video_id,sequence_position,frame_num,supplied_split,path,sha256,environment_group_id,d2_split
flip__0036,flip,0036,0,7,testing,testing/flip/0036_000000007.jpg,dadcc0b15aaec8f6261c0e7d990b424f62a47949949eaada6af4080d337818c6,E01,train
flip__0036,flip,0036,1,8,testing,testing/flip/0036_000000008.jpg,ec8942baacc8a4f2110c71c48a7104f04117637179891009ba5e492159b56bd1,E01,train
flip__0036,flip,0036,2,9,testing,testing/flip/0036_000000009.jpg,bb69e3a2828b6e9f85931f209caf29497b283a06861b0743e6f978d8f2d486d0,E01,train
flip__0036,flip,0036,3,10,training,training/flip/0036_000000010.jpg,dde41857af40d6e2e2841a2826a03292b18b8aec5d22ec4637b6608f2a5c6a47,E01,train
flip__0036,flip,0036,4,11,testing,testing/flip/0036_000000011.jpg,23d575eb71d40ed782e1a6bff2642f1d6a2a75469b4a297f81f109101afe784e,E01,train
flip__0036,flip,0036,5,12,training,training/flip/0036_000000012.jpg,52bcad1135fbb0fe903cf5f07951acd9cbf2f10bd84101f3b8e9cbce79ce96ae,E01,train
flip__0036,flip,0036,6,13,training,training/flip/0036_000000013.jpg,ed9c0462e079ef307780c2d9a6db34e6bd7bd26293eac65bd566570526a9be7c,E01,train
flip__0036,flip,0036,7,14,testing,testing/flip/0036_000000014.jpg,3bb8bcc693cf773286c2d362f66c006be0efe6c52536893adaa9c4b5ee89474f,E01,train
flip__0036,flip,0036,8,15,testing,testing/flip/0036_000000015.jpg,5181fcf9ce0424e1ff13ad94e67a8f5086e14b2aaa9ab9b7774e78c99ce9fa46,E01,train
flip__0036,flip,0036,9,16,training,training/flip/0036_000000016.jpg,f0905bd11363880295aab2ad6af99522ff567efa8bf74358118bfbfc76e40360,E01,train
flip__0036,flip,0036,10,17,training,training/flip/0036_000000017.jpg,45681d3f694015294ed0f60182ea37e6e44d4a33856ce8f315bce6f9ed27072a,E01,train
flip__0036,flip,0036,11,18,training,training/flip/0036_000000018.jpg,b0ad2b141991268bdc3b8ee80faaa2b43d0777da565953a122a67f8532f260ea,E01,train
flip__0036,flip,0036,12,19,training,training/flip/0036_000000019.jpg,4699af2ef7edd2f218771262d45496f7156a8b233f133425d7f1b52004739f71,E01,train
flip__0036,flip,0036,13,20,training,training/flip/0036_000000020.jpg,8c6966c7bcb01e3def493ba273bdf7dd05eb9ab1ef0707d231c250d514166a2a,E01,train
flip__0036,flip,0036,14,21,training,training/flip/0036_000000021.jpg,37bc1df36562b0ee346b19f0553b374edb5c8da476e4b47494ace19a29f46fcd,E01,train
flip__0036,flip,0036,15,22,training,training/flip/0036_000000022.jpg,e9cca456da16982a9d742217e098b7e4042c76cb9907fbccb0f96d938e341083,E01,train
flip__0036,flip,0036,16,23,training,training/flip/0036_000000023.jpg,da18bd88bcc564ddb0b355b0af8dcaf45145e6fb546159f2c243d0901d112323,E01,train
flip__0036,flip,0036,17,24,testing,testing/flip/0036_000000024.jpg,fe8be3c70a950c6153be4c1ba4e8e75a24e1b6d61357307393a2f91d11c325f4,E01,train
flip__0036,flip,0036,18,25,training,training/flip/0036_000000025.jpg,1a905887df71f24f951b0dce809519ee5e22a79eb4d118e3e034eb2c0e602e08,E01,train
flip__0036,flip,0036,19,26,training,training/flip/0036_000000026.jpg,3a5a290c8febb7a08dd5b12431baf866cddb45ccfb680dec3c83d97751f5b5a4,E01,train
flip__0036,flip,0036,20,27,training,training/flip/0036_000000027.jpg,e2cd9b259314e3f57126c9a8cf86d24a12a87f043c8405e8a9fb5765e4c03a12,E01,train
flip__0037,flip,0037,0,2,training,training/flip/0037_000000002.jpg,394562a7aeba98347bb239709ac9ab4ccc5dff220798d51892686cc4cf1ea57a,E01,train
flip__0037,flip,0037,1,3,training,training/flip/0037_000000003.jpg,8c302e74f6fdc7e0c075ba7171330c78b3b8bea11f16a018434cce4b9ec5c4a7,E01,train
flip__0037,flip,0037,2,4,training,training/flip/0037_000000004.jpg,be1793bd90ef00498cf578080da8a053cf40f7d02b1604451dd86fc08b0482b0,E01,train
flip__0037,flip,0037,3,5,training,training/flip/0037_000000005.jpg,b546f69568f7e10637f9c54debdeee2fa7219514dc7d1f459be5035e7ad495f7,E01,train
flip__0037,flip,0037,4,6,testing,testing/flip/0037_000000006.jpg,7de327643e3524d5318613ec6fdd758c4b12a8865a7e5efcea62ade6612d7992,E01,train
flip__0037,flip,0037,5,7,training,training/flip/0037_000000007.jpg,5dbd1122bc36718b27342bb27d51b2451018a5a26be4bbc539356f7a8fd3929e,E01,train
flip__0037,flip,0037,6,8,testing,testing/flip/0037_000000008.jpg,e07e291f17ca075d1f11870f73a020dd3cfc30f755f0174605e75c5037acbb80,E01,train
flip__0037,flip,0037,7,9,training,training/flip/0037_000000009.jpg,0e321bf1f651c60cd47aa395c692afd0489fdf6d955b1e2fff61d82fd0b02cfc,E01,train
flip__0037,flip,0037,8,10,training,training/flip/0037_000000010.jpg,189dea3518bab8424d0f34f96bd25053701c2bd48bd89eb3e03430dae6cf9094,E01,train
flip__0037,flip,0037,9,11,testing,testing/flip/0037_000000011.jpg,70a57d61f2be181f4a605b6cd2d96f74df09c761df6b1adfddffd0a6906a376a,E01,train
flip__0037,flip,0037,10,12,training,training/flip/0037_000000012.jpg,7b07e4ecf36ba6094a689389776df538072949ebd360d8862dbdffa99ceb5e85,E01,train
flip__0037,flip,0037,11,13,testing,testing/flip/0037_000000013.jpg,1c30734f89abd5ed059f3f64e50885c03009d56bfc18f07598fb0e642c11f6d6,E01,train
flip__0037,flip,0037,12,14,training,training/flip/0037_000000014.jpg,226a6c702b6cdb0fc5b5241163a5c536147b09a16964444cd68011ee51cee323,E01,train
flip__0037,flip,0037,13,15,training,training/flip/0037_000000015.jpg,cc26df7fed8ac56e567a37bd01270d4c839cb888cec19661aed346698cfe6e61,E01,train
flip__0037,flip,0037,14,16,testing,testing/flip/0037_000000016.jpg,fc354a21dcad2c700a63072577990251dad1c9ea2e2827c7d85afa35e6414ac5,E01,train
flip__0037,flip,0037,15,17,testing,testing/flip/0037_000000017.jpg,7073b42954bb88b305492fdb9652d0fe8c5293358595dc8ba1ca731e58a2adf5,E01,train
flip__0037,flip,0037,16,18,training,training/flip/0037_000000018.jpg,89c18019e97b4336a343ff223c7f4c00d6d33082966c47016e7df29d2768c7e0,E01,train
flip__0037,flip,0037,17,19,training,training/flip/0037_000000019.jpg,d8e45ca0198babe6c9491d9b0e6d4a49a7e0d83821888766ce2d67b98266f446,E01,train
flip__0037,flip,0037,18,20,testing,testing/flip/0037_000000020.jpg,6252073eac3e86e8aa3b4fca9a72ca0a4f87d60e44c6216fdd0584e7e262ee48,E01,train
flip__0037,flip,0037,19,21,training,training/flip/0037_000000021.jpg,08ad30743f02569ea3d4b2d003e77cefd7bf61ec17dfe43afe085339b1a62491,E01,train
flip__0037,flip,0037,20,22,training,training/flip/0037_000000022.jpg,20724093ee054e8ac5ea6a18b24400c9fc8cd92d012971e898471dad8367b798,E01,train
flip__0037,flip,0037,21,23,training,training/flip/0037_000000023.jpg,4ec858c0578360b4ac40a7b6661cc3111d8c17448383b0d8cf99773d1ffe6b3a,E01,train
flip__0037,flip,0037,22,24,testing,testing/flip/0037_000000024.jpg,7c0d0f33672bc3161afb85348a2be079fe20dba9f1c41db284471bd4677e79d1,E01,train
flip__0037,flip,0037,23,25,training,training/flip/0037_000000025.jpg,5417474b16fb992aacdb2fe640fdc3b4e51aaefb0a8d6b3276c53b3d5cb34f48,E01,train
flip__0037,flip,0037,24,26,training,training/flip/0037_000000026.jpg,8ce80c72b001df51846a7dd0c40112b328972f4d0bded241ec45bdc240dabb07,E01,train
flip__0037,flip,0037,25,27,training,training/flip/0037_000000027.jpg,2b2b14b803ad606dc7ee28fa6cc32a08dd8f510ec7f539e753ce30eb3e835798,E01,train
flip__0038,flip,0038,0,4,training,training/flip/0038_000000004.jpg,cd3932375e9d1ee78ed557d571850607edfb48f45e039c196c1330749d222226,E14,train
flip__0038,flip,0038,1,5,training,training/flip/0038_000000005.jpg,5cf01568112be91434e292dc5114ddc7ed3a7aab04781d6d46b8582c67400ba9,E14,train
flip__0038,flip,0038,2,6,training,training/flip/0038_000000006.jpg,8a3a42fcf813717033fd6d7112ae6c4157dde8be4d4572ac062e76b8ee554c71,E14,train
flip__0038,flip,0038,3,7,testing,testing/flip/0038_000000007.jpg,3992370a0c82689cb108a24175abf0eb5a385f264bfe0ca5f5a575f9d64d6a2a,E14,train
flip__0038,flip,0038,4,8,training,training/flip/0038_000000008.jpg,481de86ddc0161fd93e78ceb1de49b24286f91aa9f308c78553525cc5a31d9eb,E14,train
flip__0038,flip,0038,5,9,training,training/flip/0038_000000009.jpg,4e06018974dfa5890327104e6d15d5c11bb070a5226f15f4a648509016a16f33,E14,train
flip__0038,flip,0038,6,10,testing,testing/flip/0038_000000010.jpg,f8157a34a8708db9be2074566a2d42de77ae74b4b7679ec10f4337e979c7b0fb,E14,train
flip__0038,flip,0038,7,11,training,training/flip/0038_000000011.jpg,82796cff29d38828b557f896e1d97e993c6b6cbdc131e459c1d0c18c99322bf0,E14,train
flip__0038,flip,0038,8,12,training,training/flip/0038_000000012.jpg,2b99f91d30acf3aeac483ec42e32e5c99d3e7023fbaca2c50f3165afc71a38e0,E14,train
flip__0038,flip,0038,9,13,testing,testing/flip/0038_000000013.jpg,b7e5706da8b5ddf6db4a981751b12c14d3c581d821d3117bace3cb25033633dd,E14,train
flip__0038,flip,0038,10,14,training,training/flip/0038_000000014.jpg,08a04e8c1676c9ceec4f1e29ca3ae527dda0e991b42f9ae89d538617daadaeb4,E14,train
flip__0038,flip,0038,11,15,testing,testing/flip/0038_000000015.jpg,b6603eca6b07fa647329221abe69d628589441fc502c00a586ab049119bbbdd7,E14,train
flip__0038,flip,0038,12,16,testing,testing/flip/0038_000000016.jpg,043a05795b354f071aeaf985ac8f35a00b1cc523fec6615ae144f5cd1e349be6,E14,train
flip__0038,flip,0038,13,17,training,training/flip/0038_000000017.jpg,c801caa85783d47b953a162082f9d557840277b65c5f4d31464ce89944d3682b,E14,train
flip__0038,flip,0038,14,18,training,training/flip/0038_000000018.jpg,4d3fd341fa06dd70379cf47f89eeb932c1884ff79fd89c6916317d95e3ea4be3,E14,train
flip__0038,flip,0038,15,19,training,training/flip/0038_000000019.jpg,bace0f4d1d96f4c0f85c38bda75ea4b92ced714d181b9e054023d5e7b54af1e4,E14,train
flip__0038,flip,0038,16,20,testing,testing/flip/0038_000000020.jpg,9b582f5af11c3ef56ed341c3265c9b23ff361708983760cfb55de3fa09946e80,E14,train
flip__0038,flip,0038,17,21,training,training/flip/0038_000000021.jpg,8631cf103a6ee5f534ae737de6efdd06e128fbf851899f4469fd015e438b53b0,E14,train
flip__0038,flip,0038,18,22,training,training/flip/0038_000000022.jpg,84f893ed9cc5278ed05d9a565e08113e89c1156b09bf7a2be0e18618c15cd8c1,E14,train
flip__0038,flip,0038,19,23,training,training/flip/0038_000000023.jpg,18469c15fc81b57b5d1a4e6afa5d0708dbd7bfe6684bdb230a753e5d6fa90e26,E14,train
flip__0038,flip,0038,20,24,training,training/flip/0038_000000024.jpg,5b1a5dc13eb5ad4ab4722659ece92ea389246cb3f9fb8ed0a56d885339143eca,E14,train
flip__0038,flip,0038,21,25,training,training/flip/0038_000000025.jpg,d9407e45c4d24adc4c971733cdb5bb301a10c9574ce7c284f57558111a286442,E14,train
flip__0038,flip,0038,22,26,testing,testing/flip/0038_000000026.jpg,ad44956345f701ca726ec1a1c7ebfa9a34f4c56d365239f4f2dd8994a421157a,E14,train
flip__0038,flip,0038,23,27,training,training/flip/0038_000000027.jpg,e42d0c735c63803aed0b96fbbacc352d65f8f609e3230aaff7c7a2040a92774e,E14,train
flip__0038,flip,0038,24,28,training,training/flip/0038_000000028.jpg,37b65b76486688ad8b6a4ee0e7aaf98ac979a0d7c5c5803e4bedf0426073501e,E14,train
flip__0038,flip,0038,25,29,training,training/flip/0038_000000029.jpg,7a4dbd3c0f62f77918331ce1a3fa20bac946b427d04d959f5c940c2559fa0179,E14,train
flip__0038,flip,0038,26,30,training,training/flip/0038_000000030.jpg,f9de248c7406defc9fffeae32f2482298a062261708765f1a8d8119648f83831,E14,train
flip__0038,flip,0038,27,31,training,training/flip/0038_000000031.jpg,57e23d9da7516d9fdd1849c62716ae3833ba95c381c5d4ed64b4a4af6f1f8858,E14,train
flip__0038,flip,0038,28,32,testing,testing/flip/0038_000000032.jpg,c3d2b4f2ec3216082a85c8916e1e186dda15e038cdc4fd691d2fb41c50931aaa,E14,train
flip__0038,flip,0038,29,33,training,training/flip/0038_000000033.jpg,f5af4863b91d1a8b0e6a2f4e205175c2d2de8a468d69b3bc41d90c2b336e52d1,E14,train
flip__0038,flip,0038,30,34,training,training/flip/0038_000000034.jpg,d166b846393c0f710cb7f6ef5a910ca153235a16758a073c804134b3152f5ad5,E14,train
flip__0038,flip,0038,31,35,training,training/flip/0038_000000035.jpg,60b944992e5b274e935bd87b009b45d6c1691881d1d0aec42d4db1dd30ff73ea,E14,train
flip__0038,flip,0038,32,36,training,training/flip/0038_000000036.jpg,37ae45c742b6a23b705c089d024b04bb68525a8b95945ef8e18e5c9588a93fa2,E14,train
flip__0038,flip,0038,33,37,training,training/flip/0038_000000037.jpg,795b30ca76dc5ff982d8a2d30ef0b616830f1f6de8cc7f49980b71703a216d50,E14,train
flip__0038,flip,0038,34,38,training,training/flip/0038_000000038.jpg,6bfc447cb15bf126fccac8ca8db0636fdc45ee3a5e0da6a85cbd5fe31a2c4738,E14,train
flip__0038,flip,0038,35,39,training,training/flip/0038_000000039.jpg,e30d29a404bb55116ebc6a8f4eeb23449a2d5346e95bab787fea37f5588c66f4,E14,train
flip__0038,flip,0038,36,40,training,training/flip/0038_000000040.jpg,ead30d389da43bca025176736225504ccabf7ec8f8ac650d42830dbcdf171bd8,E14,train
flip__0038,flip,0038,37,41,training,training/flip/0038_000000041.jpg,8db0e01243238337ec1d233f1c102c3d39edc17d21a055ee081f1ddefb7f8972,E14,train
flip__0038,flip,0038,38,42,training,training/flip/0038_000000042.jpg,0885b41f36257201ba96f67c8c7bd5a00eea3b38467d8d9b187c470e243ac2fe,E14,train
flip__0038,flip,0038,39,43,testing,testing/flip/0038_000000043.jpg,39d5392596ad09e93b217841d98289716c234c8eb14af34078198d9b4700c4f8,E14,train
flip__0038,flip,0038,40,44,testing,testing/flip/0038_000000044.jpg,bac64437fb657cb68f7a73d23bd5f4ded6d7609d8c1b0038fe8b2b62ee99689a,E14,train
flip__0038,flip,0038,41,45,training,training/flip/0038_000000045.jpg,41626294ff5a1b14ce4e2aa6fcbdcd16606f1e96ced8eb9dc362baf36501851c,E14,train
flip__0038,flip,0038,42,46,training,training/flip/0038_000000046.jpg,c5902ca4c00825b7e19f841e6dee162bd9e05809224f598d14d59f1612eb9791,E14,train
flip__0038,flip,0038,43,47,testing,testing/flip/0038_000000047.jpg,b7c5734798f30f8084d6c1dc0219219c6522600cab29f22438b27b829c4679f4,E14,train
flip__0038,flip,0038,44,48,testing,testing/flip/0038_000000048.jpg,6a3997d9c0c270cefcc36c452c7497d762c5759d6ddea27400c277805ed399fb,E14,train
flip__0038,flip,0038,45,49,training,training/flip/0038_000000049.jpg,d669bf71941bc86e4f59c9054b164886c2b778ff86935dfa0a2aa2d1178e8aee,E14,train
flip__0039,flip,0039,0,8,training,training/flip/0039_000000008.jpg,ffee6d10dd1cad1fbf73d7f5cfe691d263b1b84b3738cecb084e5122d4ce4409,E01,train
flip__0039,flip,0039,1,9,testing,testing/flip/0039_000000009.jpg,e6fcff118f21ee418c180b9f8050c909ca6152eed3a90245708a23c60f17546d,E01,train
flip__0039,flip,0039,2,10,training,training/flip/0039_000000010.jpg,8488e83d02dd50932967ef78b048ccda6352a3d2a165adf68a96b537a126204a,E01,train
flip__0039,flip,0039,3,11,training,training/flip/0039_000000011.jpg,7bb624d5209092ef008d3deaaf94dbab2b95af06b6d7d0491710911f3a28a878,E01,train
flip__0039,flip,0039,4,12,training,training/flip/0039_000000012.jpg,5d20266cf8314192809754fe3106b1294871d4ed592c7257d95bf7c8291db877,E01,train
flip__0039,flip,0039,5,13,training,training/flip/0039_000000013.jpg,d08e63eef35e7a984e502bf9f6b10b232d7a91a3c1d62fa6f4dbe923291df782,E01,train
flip__0039,flip,0039,6,14,training,training/flip/0039_000000014.jpg,a3e2eedd0a689d188c3ca754466f9e95b0980fa8f8a2a5d775324f37e165f63f,E01,train
flip__0039,flip,0039,7,15,training,training/flip/0039_000000015.jpg,4961f035edb8bf4f616336ab153297375f6b2afb0f627845a2e66a5e04320c09,E01,train
flip__0039,flip,0039,8,16,training,training/flip/0039_000000016.jpg,626496376fdea39753640b4199b953283f1d0fbd4a054e856cc3e268c22ba86a,E01,train
flip__0039,flip,0039,9,17,training,training/flip/0039_000000017.jpg,5a3a722cb42d85b9f83ef620cea08a05239d607443fc183e64cc56cdde0221a7,E01,train
flip__0039,flip,0039,10,18,training,training/flip/0039_000000018.jpg,d587199d3c43ec4bb27e16acaf220f1f6736fb60eddc50b4fafae196b59b6d05,E01,train
flip__0039,flip,0039,11,19,training,training/flip/0039_000000019.jpg,bf4af9dd05b9ec7af2ea797ce71adf4075b257659cc940a815cdff5d157e74bc,E01,train
flip__0039,flip,0039,12,20,training,training/flip/0039_000000020.jpg,b5349ff145eca14c720e2adc585b015af7e5a08143a9990eb8bd9b2b1437d85b,E01,train
flip__0039,flip,0039,13,21,training,training/flip/0039_000000021.jpg,12f04a2d0cb44738ef887b0261d4c439d6225b6c6afd720c52fd0ae1235f87fb,E01,train
flip__0039,flip,0039,14,22,training,training/flip/0039_000000022.jpg,b040d2f2acccd2add57e780f54cc8d53aed8775e89b705b0f7595e10312b2fb9,E01,train
flip__0039,flip,0039,15,23,training,training/flip/0039_000000023.jpg,b7d47c455ca2fa61cbce88bc8ab2f965172adc27c8e6729171afcdeedc233493,E01,train
flip__0039,flip,0039,16,24,training,training/flip/0039_000000024.jpg,fea09357e935edad56c59043ffbac2c16bb38b516631cf8774b1f54fd705cc46,E01,train
flip__0039,flip,0039,17,25,training,training/flip/0039_000000025.jpg,946dda3bf8aa0a3a03bfa7b0626cf29de3978d82fa570797f92052ff55898fc7,E01,train
flip__0039,flip,0039,18,26,training,training/flip/0039_000000026.jpg,1d9c0b6ea7089166e6f6459bf55457e04f442ab66328901b9b58e01098b2569e,E01,train
flip__0039,flip,0039,19,27,training,training/flip/0039_000000027.jpg,5483ab86a9ebafb8e2560380620f6f8c0093d5c482dcd5112386ac0dd8b06116,E01,train
flip__0039,flip,0039,20,28,training,training/flip/0039_000000028.jpg,c4dd92762f4d94aea72b5e750330f772c3ab48ffddcdebc4945f08e4b8586f8b,E01,train
flip__0040,flip,0040,0,6,training,training/flip/0040_000000006.jpg,25f8577df9feb512349f43ff7532bb16120b62b292a02116662354d2f63684d3,S12,train
flip__0040,flip,0040,1,7,testing,testing/flip/0040_000000007.jpg,3123456174b2ec87df79ab3708796863ce7653418a3dca59a70c31fca099d101,S12,train
flip__0040,flip,0040,2,8,training,training/flip/0040_000000008.jpg,8d236b8eecae171a5ae96366c3b06b385ac7a185d4b319c36d42525b706c0839,S12,train
flip__0040,flip,0040,3,9,training,training/flip/0040_000000009.jpg,b835aaf89a85c6b6930d8099772fc5756fc74d80ab388944c3d2d7eacda3103e,S12,train
flip__0040,flip,0040,4,10,training,training/flip/0040_000000010.jpg,03f00ccdb9d73b8c27f6273002dbe076f893ad0e027eb10c92d01fcfcdafb66e,S12,train
flip__0040,flip,0040,5,11,training,training/flip/0040_000000011.jpg,feeaaf00a093839a8624c5f5ce18554df146b8e59a6c67bdc07bc6307e6d150c,S12,train
flip__0040,flip,0040,6,12,training,training/flip/0040_000000012.jpg,ca669d9020332367798001ca1846af67ba7b8ce4c111856c69fe5da063a24f74,S12,train
flip__0040,flip,0040,7,13,training,training/flip/0040_000000013.jpg,4e8479b75240ec75f1fb57bf49d06b0dfcbeb220be00bcab8983aec057ee7892,S12,train
flip__0040,flip,0040,8,14,training,training/flip/0040_000000014.jpg,8cb32b19fbe14f0aad623ab536bf2701264c735ee032f92edadae7a1b861a583,S12,train
flip__0040,flip,0040,9,15,training,training/flip/0040_000000015.jpg,aa9502893c34ae360f3c30229f8e67d1956a3ca180f1cbcf8a8af32940794a4e,S12,train
flip__0040,flip,0040,10,16,training,training/flip/0040_000000016.jpg,52ae996c02760fae43c782284909547b87339d6ff774ea58f86bbd97142672c2,S12,train
flip__0040,flip,0040,11,17,training,training/flip/0040_000000017.jpg,5358bc7f627efc7d8c6b0ef09df08be2e21ec516e870c1add74314ac573b17e5,S12,train
flip__0040,flip,0040,12,18,training,training/flip/0040_000000018.jpg,5f0c83dbd34419c962f3e170d06991fe2ecdb5d9b9a893706e58e4cc9f614c01,S12,train
flip__0040,flip,0040,13,19,training,training/flip/0040_000000019.jpg,2dfa9bd86913abfa581c984d7de884fc6850bfb1df4b7a5f930a9c0f29bea286,S12,train
flip__0040,flip,0040,14,20,training,training/flip/0040_000000020.jpg,9b2bc38d7584485e60a3cdced176344fbfe551414286b6252dbb42b37babb8c6,S12,train
flip__0040,flip,0040,15,21,training,training/flip/0040_000000021.jpg,40d29fa6051e3cc4bcea3168b2d0910cb506d9f004b7ec5705abb660ff98df31,S12,train
flip__0040,flip,0040,16,22,training,training/flip/0040_000000022.jpg,00bb0b8b6a24bdeab56aa264c3275bec27d3cded1aded7aa44a03f46f28b833a,S12,train
flip__0040,flip,0040,17,23,training,training/flip/0040_000000023.jpg,d5c15b028a59766e8492708e52af608c3bb83dadaca789e9a126163bdd57512d,S12,train
flip__0040,flip,0040,18,24,testing,testing/flip/0040_000000024.jpg,76d5849fe26772b8579d152a31922667c08d96b6fa256d84c181ad27690ea261,S12,train
flip__0040,flip,0040,19,25,testing,testing/flip/0040_000000025.jpg,b0adfa31d3a931337ffb936de2a5e169c7ca5a7691d0fea2e68ff8e604a431f5,S12,train
flip__0040,flip,0040,20,26,training,training/flip/0040_000000026.jpg,6e6b13deded91b694e102ec7c8a267e83ca1b80fb2a591898741f4d4c0ef4013,S12,train
flip__0040,flip,0040,21,27,training,training/flip/0040_000000027.jpg,a85cde7af0f9878450949626b0f833045fc847f15ccb50fae4cd516170c2ed35,S12,train
flip__0040,flip,0040,22,28,testing,testing/flip/0040_000000028.jpg,80bb5d6e60ea652a7f10ed2c4976f2ac315dbf6089d71811788f851732932452,S12,train
flip__0040,flip,0040,23,29,training,training/flip/0040_000000029.jpg,1ad31b6cc871d0201a532eef2fe0c0130813034bd64eee599c85bfc85064480a,S12,train
flip__0040,flip,0040,24,30,training,training/flip/0040_000000030.jpg,dba0ee73af8bbece2d82952e6077b3a2285aba8604763f686151ebb95fe6c33e,S12,train
flip__0041,flip,0041,0,10,testing,testing/flip/0041_000000010.jpg,3bf16d461b3b195bb87f500cb9b2a5dee12950eecccd4230e5c43d40c0b010e1,S13,train
flip__0041,flip,0041,1,11,training,training/flip/0041_000000011.jpg,e762fabd40bf5955cfd2c8bd11e1fe4ace3438ac82d9bb729735b42f6e6efacd,S13,train
flip__0041,flip,0041,2,12,training,training/flip/0041_000000012.jpg,2979053c619e16f68b6f23cd31b23ea2619809ef010787db944f895a3a413362,S13,train
flip__0041,flip,0041,3,13,training,training/flip/0041_000000013.jpg,22dfa3a9bb8040a6c0d28ee462876191f8eff1b343c3bf072639ee94dec1458b,S13,train
flip__0041,flip,0041,4,14,training,training/flip/0041_000000014.jpg,5977d77477b0e3f2c08544f34431747a86bf07d878939e6b704cf12ad53f8cd0,S13,train
flip__0041,flip,0041,5,15,testing,testing/flip/0041_000000015.jpg,ec7ba219418214d5e8d8ef33e86a43e2eee6e639b0167ec07c0ab8611e55d2b7,S13,train
flip__0041,flip,0041,6,16,training,training/flip/0041_000000016.jpg,ad809da88b464c85785d13a5a53c25b3dbeb22551daedfb2c1c93f94aa35ab67,S13,train
flip__0041,flip,0041,7,17,training,training/flip/0041_000000017.jpg,7981e5983e9c4c34aa2ac4acbc7cad9e2ae3e0dc5ec72977ba62f2ce2db49af6,S13,train
flip__0041,flip,0041,8,18,testing,testing/flip/0041_000000018.jpg,836307d02a424025e6ef9dd31f4bdb5735ecd1d9e89bcda605c23d472035f0df,S13,train
flip__0041,flip,0041,9,19,testing,testing/flip/0041_000000019.jpg,98a1f40e53ee98bda563d890e1a26784d9c0d140f1af63d88d46cc44e22bdfa8,S13,train
flip__0041,flip,0041,10,20,training,training/flip/0041_000000020.jpg,0a81c2c2981262688de693b9f92962a006d5c8dd5a3e1e9b076c63298340e5fd,S13,train
flip__0041,flip,0041,11,21,testing,testing/flip/0041_000000021.jpg,062062ec582ada05aefeba656e846af5ae3c3d46b138185e79df319e37df373e,S13,train
flip__0041,flip,0041,12,22,testing,testing/flip/0041_000000022.jpg,d52ad5c76a7795507a0fd9d732ff50062a2bdaac843b1eecf92684df46c50817,S13,train
flip__0041,flip,0041,13,23,training,training/flip/0041_000000023.jpg,249c7c61ccbe8581c82c921630e1844cebb78d9c59dea359ecb509d7dbd94223,S13,train
flip__0041,flip,0041,14,24,training,training/flip/0041_000000024.jpg,cff05236e2260dcb9df167faf91fc143f51041b2ddb0868226f35a1deb60bfac,S13,train
flip__0041,flip,0041,15,25,training,training/flip/0041_000000025.jpg,7937d8d40315d52d5e88229ffbe5db9259db215d3a69e00e290361b2ce1ac717,S13,train
flip__0041,flip,0041,16,26,training,training/flip/0041_000000026.jpg,73ff8c0ea8450c3d8a398eb3fdda2e86943e54044b170eb77b4a911ba4185145,S13,train
flip__0041,flip,0041,17,27,testing,testing/flip/0041_000000027.jpg,b8bf2f29a2af8e9793a60a0d2db3df4613a189a205802fcdb12e648dcb881987,S13,train
flip__0041,flip,0041,18,28,training,training/flip/0041_000000028.jpg,66b16e327aa78df46021b94e36c2cc3710846dd370b72ab8bc8993f1951a0f13,S13,train
flip__0041,flip,0041,19,29,training,training/flip/0041_000000029.jpg,00320731bc710cec4e5c4b5a75d8a8c94d0beef1b7d0a401f50ec4ee70cae991,S13,train
flip__0042,flip,0042,0,1,training,training/flip/0042_000000001.jpg,5e99824403de316815e7cc44774446988fca5341b701faa0923bda08a022f9ec,S14,train
flip__0042,flip,0042,1,2,testing,testing/flip/0042_000000002.jpg,ab6b5ef7babc0b52a2630a8a690064a1a98fe5d6dda85e2b011c5b86e9df820b,S14,train
flip__0042,flip,0042,2,3,training,training/flip/0042_000000003.jpg,66e8305c659af467b4575f0ca3792023b9807ac1a58dbd08e721cb9480a7d26d,S14,train
flip__0042,flip,0042,3,4,testing,testing/flip/0042_000000004.jpg,1bc9e3fe6b6d5db750aea8b67d9991daef0649eec0179affda98878f67196556,S14,train
flip__0042,flip,0042,4,5,training,training/flip/0042_000000005.jpg,1aa9461d245b052c0bcdb11cc34e2345f12b546f96ebbaf8ea409c0d69f2f2ea,S14,train
flip__0042,flip,0042,5,6,testing,testing/flip/0042_000000006.jpg,e04302115b6aea27fb820f9725e17a620ca7d1f9ce79060134392df5e368b2ee,S14,train
flip__0042,flip,0042,6,7,training,training/flip/0042_000000007.jpg,91266b25d19dd780757ed1bd239546f1a978fa1e1f478307729362e3df9e8b97,S14,train
flip__0042,flip,0042,7,8,training,training/flip/0042_000000008.jpg,5627fde3ae95cfbcff267869ab531445672916b5bf7a2f9b9a202e119bc1c10b,S14,train
flip__0042,flip,0042,8,9,training,training/flip/0042_000000009.jpg,679fdd00b786fe43ef5671395f221bb9c1521bf3f432181e4d48e1644fdf7454,S14,train
flip__0042,flip,0042,9,10,training,training/flip/0042_000000010.jpg,428e951af2c806c57122fa25bef327043ad359d5c78fe7801f4104aa3396daf1,S14,train
