sequence_id,label,video_id,sequence_position,frame_num,supplied_split,path,sha256,environment_group_id,d2_split,dedup_group_id,dedup_role,dedup_keep,d3_split
flip__0017,flip,0017,1,5,training,training/flip/0017_000000005.jpg,cb671e70f1854b1875d9fb59d7da5737c3c625a0e886a3dc4be5990bd04497fe,E05,test,,unique,1,training
flip__0017,flip,0017,2,6,training,training/flip/0017_000000006.jpg,f8317788ea47cb7be921e882ff8453f6e028ada336cff22e304bf75ce576f4e1,E05,test,,unique,1,training
flip__0017,flip,0017,3,7,training,training/flip/0017_000000007.jpg,86b7c98e5a1ad922d7b07a1b29f4526093fd8c3517ee36707573461c4bf78705,E05,test,,unique,1,training
flip__0017,flip,0017,4,8,training,training/flip/0017_000000008.jpg,a5a408f3d0ffd388efffabbcc74282272871bd1f8c626acb43e89b15cec2518f,E05,test,,unique,1,training
flip__0017,flip,0017,5,9,training,training/flip/0017_000000009.jpg,15e2bd07d2e9094e46dfe0ec81c96306e9e9de6d818aab993eb75ea5758cab68,E05,test,,unique,1,training
flip__0017,flip,0017,6,10,training,training/flip/0017_000000010.jpg,eca419631c7d804f59d2c0229520a3835b7f1450851d61249e6570e1274ab5d6,E05,test,,unique,1,training
flip__0017,flip,0017,7,11,training,training/flip/0017_000000011.jpg,af5b863715b2b71074498dd45c6aa04542ec7a9a05a23297edaf5416e717d756,E05,test,,unique,1,training
flip__0017,flip,0017,8,12,training,training/flip/0017_000000012.jpg,9be47aafb61084380b0181f80de105671dffa92896da8240edc0dcde4225d2c1,E05,test,,unique,1,training
flip__0017,flip,0017,9,13,training,training/flip/0017_000000013.jpg,66f1c6f4a5cfa361e3df1f695be860a5159e83c5e3c8cc80856ca2696b66c80d,E05,test,,unique,1,training
flip__0017,flip,0017,10,14,training,training/flip/0017_000000014.jpg,638dbb22116478d1080b8a1f5e8d4343b806b9891b3dfef9439b3be024b72827,E05,test,,unique,1,training
flip__0017,flip,0017,11,15,testing,testing/flip/0017_000000015.jpg,7dba678a681606c38fb68cb51fd50b38c640dbe08d495919976712b64ee5039e,E05,test,,unique,1,testing
flip__0017,flip,0017,12,16,training,training/flip/0017_000000016.jpg,70a75779ffa207ad4a7202a487a6c0ef7ea3955f19702c5a6dd451d7b82ff478,E05,test,,unique,1,training
flip__0017,flip,0017,13,17,testing,testing/flip/0017_000000017.jpg,b134edbd185f5ca2e0f204618ba9785379b96ca805228e55267587332d484d91,E05,test,,unique,1,testing
flip__0017,flip,0017,14,18,training,training/flip/0017_000000018.jpg,8b02dddff13453b1f0148f634098631f6c0a7436b221a7191ab64bfabe625131,E05,test,,unique,1,training
flip__0017,flip,0017,15,19,training,training/flip/0017_000000019.jpg,97aebcdb8edbb4e95c3cd411451831a3c29235daed17b2e500bffe6e8feb0410,E05,test,,unique,1,training
flip__0017,flip,0017,16,20,training,training/flip/0017_000000020.jpg,6e4fa9b5071176ef40c14ffdae60adc4a852fcc4ab5629429dc146363b582a32,E05,test,,unique,1,training
flip__0017,flip,0017,17,21,training,training/flip/0017_000000021.jpg,f2b7b55e3c7e06ad4b1d7649fb4ee45b54183fef1aaa0c416457ffbd2062db6d,E05,test,,unique,1,training
flip__0017,flip,0017,18,22,training,training/flip/0017_000000022.jpg,26dd476245b49488b8704c35019fad9eb8f5ca5f69d29bc469bb25ba54ec2900,E05,test,,unique,1,training
flip__0018,flip,0018,0,1,training,training/flip/0018_000000001.jpg,2c45ea3d81d4cf996a90935e55431fbc5c971f00aff31757b343ad4fc4ec2280,E05,test,,unique,1,training
flip__0018,flip,0018,1,2,training,training/flip/0018_000000002.jpg,1758ba8f6ead3c14b2d74e1574128decbb1856a818ba81d94bb7bea6faa77c98,E05,test,,unique,1,training
flip__0018,flip,0018,2,3,testing,testing/flip/0018_000000003.jpg,fb08a2dda34a6d2f42fab4fbd7e7ff19620998fd199feb57e380e53bb381a202,E05,test,,unique,1,testing
flip__0018,flip,0018,3,4,testing,testing/flip/0018_000000004.jpg,78db2116834d38f0ed13487b58d70f4ec98ef3b377cf7af6669ef93e27c90618,E05,test,,unique,1,testing
flip__0018,flip,0018,4,5,training,training/flip/0018_000000005.jpg,5b96048491ba46859016be7e9ed8c32e17239e57bcfcaed53aec4ccf4620691d,E05,test,,unique,1,training
flip__0018,flip,0018,5,6,training,training/flip/0018_000000006.jpg,8ec43bc7e81945cfa65d8d762e73f57f0fa75998c8f5bf3e301511b8cb68916c,E05,test,,unique,1,training
flip__0018,flip,0018,6,7,training,training/flip/0018_000000007.jpg,b045dee8693e27b003c9bf6201265753d46aca3c63969bce84f653380c3fe7b1,E05,test,,unique,1,training
flip__0018,flip,0018,7,8,training,training/flip/0018_000000008.jpg,8a255a8fa11c90ff86897f50a9de8df07097589cd50c8b01fc2e6d7ae20a82c5,E05,test,,unique,1,training
flip__0018,flip,0018,8,9,training,training/flip/0018_000000009.jpg,12f6db6a093ea6af2d47c063fdd975d64051484ad6aec9f4a94522ddc6cc2586,E05,test,,unique,1,training
flip__0018,flip,0018,9,10,training,training/flip/0018_000000010.jpg,c2c43929a1bd807a8e6e4b3df12a181185fd5a43f32e289901fab175899889ed,E05,test,,unique,1,training
flip__0018,flip,0018,10,11,training,training/flip/0018_000000011.jpg,58abdd3c11d810fcbacff0a789dd42f266075e0cff8739b55923ed8a25686d9e,E05,test,,unique,1,training
flip__0018,flip,0018,11,12,testing,testing/flip/0018_000000012.jpg,a077cf63083521adcf4272e8e850c6eebd34766d10c828e285332d71a34f36f2,E05,test,,unique,1,testing
flip__0018,flip,0018,12,13,training,training/flip/0018_000000013.jpg,a84d74f772fb08648be47b73ffcb0af4bb77a16fa3fd7a3293a3f6586e793534,E05,test,,unique,1,training
flip__0018,flip,0018,13,14,training,training/flip/0018_000000014.jpg,2c6bdcb1b55a321c2470a03672ae5f451370ae7f2e42e59d887c04ed6ea4706f,E05,test,,unique,1,training
flip__0018,flip,0018,14,15,training,training/flip/0018_000000015.jpg,a61202335a288d9f0a14273f8c3b11c09c79aa547da76079de25d4f371e470a0,E05,test,,unique,1,training
flip__0018,flip,0018,15,16,training,training/flip/0018_000000016.jpg,ea0401266d468f2d0f592f58367a08a97903723a42ca4b8c7e73e47b17f8d405,E05,test,,unique,1,training
flip__0018,flip,0018,16,17,training,training/flip/0018_000000017.jpg,dd4c03fe89818b3c4772cf8e0de32202ccfd812e330215e0d2610134488fa763,E05,test,,unique,1,training
flip__0018,flip,0018,17,18,training,training/flip/0018_000000018.jpg,aa47ba2815e25edf9f7f2e4a82de8551ddad70cbee41a29e94f94ce2d1d0959d,E05,test,,unique,1,training
flip__0018,flip,0018,18,19,testing,testing/flip/0018_000000019.jpg,db6d2abbea7b126f24f25bd854c49f259c9d2cbd54b02d5612679625a552a6cb,E05,test,,unique,1,testing
flip__0018,flip,0018,19,20,testing,testing/flip/0018_000000020.jpg,1e6dbc2f70811ecc8321313703e012531f8db11a200a7006e19603b7ec6d5cc2,E05,test,,unique,1,testing
flip__0018,flip,0018,20,21,training,training/flip/0018_000000021.jpg,c45c7a3140b6334d4bfe708f2d4e23d2dcf6fb90261ee55236769dd94609f5f2,E05,test,,unique,1,training
flip__0018,flip,0018,21,22,training,training/flip/0018_000000022.jpg,c5a2a0502d7d28fcf40824c299a58f93299245b7af34df35e5b26228be3a95ad,E05,test,,unique,1,training
flip__0018,flip,0018,22,23,training,training/flip/0018_000000023.jpg,e90249326e2291f12a1be74d829f88e4166cd22a929068027137ca43c347e03a,E05,test,,unique,1,training
flip__0018,flip,0018,23,24,training,training/flip/0018_000000024.jpg,ba28dbe0ef77c5c93f687fc6abe4ed91a67ee256d6df5f2201bfec2f18d8f64e,E05,test,,unique,1,training
flip__0018,flip,0018,24,25,training,training/flip/0018_000000025.jpg,2b8a12b70d0c681b8785e17e5c547d8054ed58ff2d744025cfc4f5f75014dbac,E05,test,,unique,1,training
flip__0018,flip,0018,25,26,training,training/flip/0018_000000026.jpg,94aecf92ffeeb5a1661975197dc3fc8d8cc8e93145c2f2e0ebc2e01e1170bbea,E05,test,,unique,1,training
flip__0019,flip,0019,0,12,training,training/flip/0019_000000012.jpg,e02e779612222156209b434e3df65b78e705e95ddae2c9ab7607b17f5f45833f,E05,test,163,representative,1,training
flip__0019,flip,0019,2,14,testing,testing/flip/0019_000000014.jpg,5f90c1d5a13a815c98c5ab08a9483d7f122dc9f6fc069ccc4c0fa82ba1f61236,E05,test,,unique,1,testing
flip__0019,flip,0019,3,15,training,training/flip/0019_000000015.jpg,b1f7138e4bec3b8a4a119449feaea713f49630d6f05ddd426d481a73ec14406e,E05,test,,unique,1,training
flip__0019,flip,0019,4,16,training,training/flip/0019_000000016.jpg,3927ca5c4355c857716a135908a50ceae7a0119f21bc9773857a9e46cac2a602,E05,test,,unique,1,training
flip__0019,flip,0019,5,17,training,training/flip/0019_000000017.jpg,a4bb4ed029a9f238f8e283bff161ff53d602643399aa3f4ca831dbe3aef86bc5,E05,test,,unique,1,training
flip__0019,flip,0019,6,18,training,training/flip/0019_000000018.jpg,0811f6c53a0b5cd99b961ebf750302b52f68806fb98d41a1f1361949c176f973,E05,test,,unique,1,training
flip__0019,flip,0019,7,19,training,training/flip/0019_000000019.jpg,c95ce98a76b6f1bbaae80389472a3f7a7f3d47f8ca2c219a7fd46d842e2412c1,E05,test,,unique,1,training
flip__0019,flip,0019,8,20,training,training/flip/0019_000000020.jpg,a3fd8856a9d84d044d0ba62177db2fccd13482e9604e8749f2765ec24399ab8b,E05,test,,unique,1,training
flip__0019,flip,0019,9,21,training,training/flip/0019_000000021.jpg,b9f73fca2aa0d7a3576af2528a95e9166de70197ed4145fd84711250452a4d0b,E05,test,,unique,1,training
flip__0019,flip,0019,10,22,training,training/flip/0019_000000022.jpg,5df0626635fd8d70313709f6cf35f0113ca8d30030e1b5693c23894166d8c467,E05,test,,unique,1,training
flip__0019,flip,0019,11,23,training,training/flip/0019_000000023.jpg,e2b64af4671a7db747b950e69c2e53e158c5956a2fec0e57c83fafe4024e6c1f,E05,test,,unique,1,training
flip__0019,flip,0019,12,24,training,training/flip/0019_000000024.jpg,e4d51ee86e10cde944fab0854d0fa36ee8f6f576a1b75ac8c11e300ed0c2f94d,E05,test,,unique,1,training
flip__0019,flip,0019,13,25,testing,testing/flip/0019_000000025.jpg,ab3f8f4a7741fcb4a8eee62aded3125ee378c2be8bc34d44015d06b5e7bd7f0d,E05,test,,unique,1,testing
flip__0019,flip,0019,14,26,training,training/flip/0019_000000026.jpg,b7d68c4c2b51a393d2463af6d8981b1a61d9308d65d849c22a85534388b5afef,E05,test,,unique,1,training
flip__0019,flip,0019,15,27,training,training/flip/0019_000000027.jpg,d56cbdfb5d69790d0aa31b055485e9f0a8346b5f56b48b260ead9ded8bfa4d32,E05,test,,unique,1,training
flip__0019,flip,0019,16,28,training,training/flip/0019_000000028.jpg,9bdb5c68f9288fa539534250591c6973108358f640f155626f2faad28b0e9eab,E05,test,,unique,1,training
flip__0019,flip,0019,17,29,training,training/flip/0019_000000029.jpg,bdab4a3023ff0f842084634e51ac9e8ef898ca1938a864e49a881b59e9c7370c,E05,test,,unique,1,training
flip__0019,flip,0019,18,30,training,training/flip/0019_000000030.jpg,14b5e10f2ec3674aae688da2841e3d41c56b7c4874bc34daf11f19b5430d0281,E05,test,,unique,1,training
flip__0020,flip,0020,0,4,training,training/flip/0020_000000004.jpg,8c6a8a35f019cfebb8b5003e4ce5ca731b6e6a9219f7bbc77f0525b63b77aa60,E05,test,,unique,1,training
flip__0020,flip,0020,1,5,training,training/flip/0020_000000005.jpg,7955bd30dc9f3721dea760ba1798590317a69535d413cd87427e3ed214ae5090,E05,test,,unique,1,training
flip__0020,flip,0020,2,6,training,training/flip/0020_000000006.jpg,1f4a6d17cf79e06b101810e5743b0e55dee276bb30a9434f57077e462171bda0,E05,test,,unique,1,training
flip__0020,flip,0020,3,7,training,training/flip/0020_000000007.jpg,e0cb780eed1c4ccd00cb7cc0882c8e09193a9e9a24a55463b92b5b61b6425c9b,E05,test,,unique,1,training
flip__0020,flip,0020,4,8,training,training/flip/0020_000000008.jpg,32d05ac252033c0e19a1bc49957216c718070f54fc6fd93d99d4ff0654012cf2,E05,test,,unique,1,training
flip__0020,flip,0020,5,9,training,training/flip/0020_000000009.jpg,07f1e3b5c3d22d108b87171ac61011bef93f6b73ddd0cf0e944650a8e5a822cf,E05,test,,unique,1,training
flip__0020,flip,0020,6,10,testing,testing/flip/0020_000000010.jpg,9877e9e8f3fd7a9bb78533e110789daa80f0afc4bf56c8d16558d149234dca05,E05,test,,unique,1,testing
flip__0020,flip,0020,7,11,training,training/flip/0020_000000011.jpg,fabc2db5c18f67630bb654778db25771b48a5baf32d75c488055928ccf154077,E05,test,,unique,1,training
flip__0020,flip,0020,8,12,testing,testing/flip/0020_000000012.jpg,c157040319d7afc2c16a31c96d4f44a99d3572a62eb1c42290443e52112f28e4,E05,test,,unique,1,testing
flip__0020,flip,0020,9,13,training,training/flip/0020_000000013.jpg,e4af83aca70f819f9b4773757289da4169a20b31ef42e6229f4350486d3c7597,E05,test,,unique,1,training
flip__0020,flip,0020,10,14,training,training/flip/0020_000000014.jpg,fcc925bc66df68967b0c002c7c79b840d03c2be3885fd80f70e469e57e56f833,E05,test,,unique,1,training
flip__0020,flip,0020,11,15,testing,testing/flip/0020_000000015.jpg,05337118304f837b073813aa3e7c05f0b8b23e36ed3737fc64c2fe076b1ec6cc,E05,test,,unique,1,testing
flip__0020,flip,0020,12,16,training,training/flip/0020_000000016.jpg,96b035c3579c7a2544da8e5abd74843cb865dfeeff786d8ba77c5b6eb44bd46a,E05,test,,unique,1,training
flip__0020,flip,0020,13,17,training,training/flip/0020_000000017.jpg,16fd7bd411d2563f141d3f33ea24f492080a4f12c9e9ef9d951de3f69522632b,E05,test,,unique,1,training
flip__0020,flip,0020,14,18,training,training/flip/0020_000000018.jpg,6ac12390f6ed334e0a8e0c6a78b3548c5d45b1b4b234efc247a8dc8d744dc279,E05,test,,unique,1,training
flip__0020,flip,0020,15,19,testing,testing/flip/0020_000000019.jpg,87b29c76133554c561bf1ab7c9056074097786dfdaa3e00dcb1358781f5a315e,E05,test,,unique,1,testing
flip__0020,flip,0020,16,20,testing,testing/flip/0020_000000020.jpg,82c39e0c6d37891c932e14fde99418afd3e6b3854c33902a8ff83b374cdd02cb,E05,test,,unique,1,testing
flip__0020,flip,0020,17,21,training,training/flip/0020_000000021.jpg,d8c4b06958d288818bd16d68e514cedf48579c305a1fe7b5745ebe1124e21c90,E05,test,,unique,1,training
flip__0020,flip,0020,18,22,training,training/flip/0020_000000022.jpg,b6998b86d1a8eb9c07a2815688bc415dcaadff5b11cde15835663fd8596a12c5,E05,test,,unique,1,training
flip__0020,flip,0020,19,23,testing,testing/flip/0020_000000023.jpg,17057a4f0a483d0592e32d6b5680e10d0320daee9f921e143c6e94126db2728f,E05,test,,unique,1,testing
flip__0021,flip,0021,0,10,training,training/flip/0021_000000010.jpg,94157a6b9c8419dceadbe147c2ebc2f1f0eb99b09f4fe889cdf87f33e48d0f69,E05,test,,unique,1,training
flip__0021,flip,0021,1,11,testing,testing/flip/0021_000000011.jpg,3e32a89f6edd528df49c4fc1230c2a536bb9a6aae0556e869110529bebc69fac,E05,test,,unique,1,testing
flip__0021,flip,0021,2,12,training,training/flip/0021_000000012.jpg,c7b6c51179da73c372028662794cafd53aa87f9eb4693dbcba4639ed935ce19a,E05,test,,unique,1,training
flip__0021,flip,0021,3,13,training,training/flip/0021_000000013.jpg,fe7997ab7c5ee8308f4081a0a5eab62e87bdfd43d53fe98f30da136a26ebdd60,E05,test,,unique,1,training
flip__0021,flip,0021,4,14,testing,testing/flip/0021_000000014.jpg,bd4ec2f98df99c572315cb1d4e4e69e1ea6c42adcfd995915b756ff886445b13,E05,test,,unique,1,testing
flip__0021,flip,0021,5,15,testing,testing/flip/0021_000000015.jpg,3326d3f72127c889b38679f538f0d806861ef2c937058f8cdecdf2844bf188e2,E05,test,,unique,1,testing
flip__0021,flip,0021,6,16,training,training/flip/0021_000000016.jpg,380203638de1ff3216f4c08c3dc4b1f8a0dd25db1e36323e141a1ae4303c2732,E05,test,,unique,1,training
flip__0021,flip,0021,7,17,training,training/flip/0021_000000017.jpg,e0fcd4017d7c86d023d383f67f4b9b5710f7005e5eb7746c7fd270259d172ba9,E05,test,,unique,1,training
flip__0021,flip,0021,8,18,training,training/flip/0021_000000018.jpg,3fabc3bdb56647af75ca233a0ef59b0bd1d1e6a4f3148e7be584932d997a4bcf,E05,test,,unique,1,training
flip__0021,flip,0021,9,19,training,training/flip/0021_000000019.jpg,e9957fd406915a166a3b573707a3d62a80f7eead757eda1a4958f19e3afef0c9,E05,test,,unique,1,training
flip__0021,flip,0021,10,20,training,training/flip/0021_000000020.jpg,66b7c8a83f6cfb4e6ffe3745fc81c492a9d41ff8c50f81d8119a1041797aa0b3,E05,test,,unique,1,training
flip__0021,flip,0021,11,21,training,training/flip/0021_000000021.jpg,de3d3adbd32286e6e3f74481849f6f430d00371089b2807a968d3bf23fa3fe8e,E05,test,,unique,1,training
flip__0021,flip,0021,12,22,training,training/flip/0021_000000022.jpg,91ac47313699742fe86b1203981af09ecb74a385a8007da6bbb37724ad58f6d1,E05,test,,unique,1,training
flip__0021,flip,0021,13,23,training,training/flip/0021_000000023.jpg,2cbc58ab58bef06fb7fdb5c7cc8841610a0f708779eeea26fd535433bf31f39f,E05,test,,unique,1,training
flip__0021,flip,0021,14,24,training,training/flip/0021_000000024.jpg,a751d47b023d773178d35d0d5fa37790e591ee47ae36ef1d64ad8dcf4d0a7a58,E05,test,,unique,1,training
flip__0021,flip,0021,15,25,training,training/flip/0021_000000025.jpg,e01ebbd0d81af60bea1a635038bb29d5eeda11db300ea0e0f6007bd2eb27f0dc,E05,test,,unique,1,training
flip__0021,flip,0021,16,26,training,training/flip/0021_000000026.jpg,28f0b52ea15a0723cb2c3a5969373b943519245daa9ff99decd32cfec9e08080,E05,test,,unique,1,training
flip__0021,flip,0021,17,27,testing,testing/flip/0021_000000027.jpg,381179e1ffcb638c3d590b3c82374f6638757b50e5b4f562f3592eb6acbeb39f,E05,test,,unique,1,testing
flip__0021,flip,0021,18,28,training,training/flip/0021_000000028.jpg,55d7ccd21efe4c6402eda90bd03d6bf564053f81b35c648a205d04fceaefb79d,E05,test,,unique,1,training
flip__0021,flip,0021,19,29,training,training/flip/0021_000000029.jpg,804500235892028fb905bd32e5233da3408c1e6f461fae4254a1502d94e47a21,E05,test,,unique,1,training
flip__0021,flip,0021,20,30,training,training/flip/0021_000000030.jpg,2ad9c9c52b858688e8a195a4aa43f5c9ebb29b5d749eadf18e2b3f77730199c6,E05,test,,unique,1,training
flip__0022,flip,0022,0,7,training,training/flip/0022_000000007.jpg,c116e52b9653087833b7ddc3c891ffd0ebb8238b539d97f280dbc0ce86ccfc57,E10,train,,unique,1,training
flip__0022,flip,0022,1,8,training,training/flip/0022_000000008.jpg,8ff011fc48342cf6c6841ead186dc45d774fff7fe5dc8d5b3996dec6d0a09e99,E10,train,,unique,1,training
flip__0022,flip,0022,2,9,training,training/flip/0022_000000009.jpg,bfc736ed04a3504348abd7dd3d3208fcf69fdfcfc845f0e9ae8d61f3f6b5c63e,E10,train,,unique,1,training
flip__0022,flip,0022,3,10,testing,testing/flip/0022_000000010.jpg,843b0be7d993e69dc581be2b78bbd4a76d071627ebc7059cf9209b0a17401d05,E10,train,,unique,1,testing
flip__0022,flip,0022,4,11,training,training/flip/0022_000000011.jpg,25d30fb505aaf59356ca1fe4ba2de290c33d0ecda35248ed24cf1a50176f4838,E10,train,,unique,1,training
flip__0022,flip,0022,5,12,training,training/flip/0022_000000012.jpg,3d4f6aa48720b829353990a7aab510828e6507cd06bc206a3ef62698519bce04,E10,train,,unique,1,training
flip__0022,flip,0022,6,13,training,training/flip/0022_000000013.jpg,ce0ba95a86c112416e28f5b31332cf9463585c221dfd5778dc2bf70d3909d5a0,E10,train,,unique,1,training
flip__0022,flip,0022,7,14,training,training/flip/0022_000000014.jpg,dc99332ec2e227d71ba91e9c98946a548327cb3eb0b0fdae92aced8b8de40476,E10,train,,unique,1,training
flip__0022,flip,0022,8,15,training,training/flip/0022_000000015.jpg,33962a938cd81b4cd25ab5e27f3a9a44fa3aaff02873b584465a2eacd371532b,E10,train,,unique,1,training
flip__0022,flip,0022,9,16,training,training/flip/0022_000000016.jpg,b561e5dbf8d5456f7415d0b572c08ef1921df8ad8e080fd28ba1e9ab0bca96dc,E10,train,,unique,1,training
flip__0022,flip,0022,10,17,training,training/flip/0022_000000017.jpg,9462bc4e6183741a473111e3cb4d3bb119128acf2ada80cd60a96bdaaa89615f,E10,train,,unique,1,training
flip__0022,flip,0022,11,18,training,training/flip/0022_000000018.jpg,ceb285b326b99f6bea63a5820d828c09aa32fbb9cd08c407d69558daa32d69c7,E10,train,,unique,1,training
flip__0022,flip,0022,12,19,training,training/flip/0022_000000019.jpg,d6a8db1770b8bdee1d69474b38338c9aef767c51210615592c2412cdf9f4fff6,E10,train,,unique,1,training
flip__0022,flip,0022,13,20,testing,testing/flip/0022_000000020.jpg,c2e29b13c0bd54cb8a11325c53ec0485a5ffa34ea0eaf3e60d15495595614962,E10,train,,unique,1,testing
flip__0022,flip,0022,14,21,training,training/flip/0022_000000021.jpg,007375453da12f6438026d1e25185eb33a7c12a2d4bb2796c8ab013f1dd52b0a,E10,train,,unique,1,training
flip__0022,flip,0022,15,22,training,training/flip/0022_000000022.jpg,f665a4d885b9802a807971e13788576902493670db3f0aa71aaec3fd374538f6,E10,train,,unique,1,training
flip__0022,flip,0022,16,23,training,training/flip/0022_000000023.jpg,09a532bd4a67d58a9c47491a2bca953b8b2c813410b254a2e3cd869afd69dbc6,E10,train,,unique,1,training
flip__0022,flip,0022,17,24,training,training/flip/0022_000000024.jpg,967d0c152b9f983c7e62bb48c2508e215c8a4ed0aaf35b82b6d7d6ac56acdf09,E10,train,,unique,1,training
flip__0023,flip,0023,0,3,training,training/flip/0023_000000003.jpg,ff3817ff6721cdbc49613b5241cf0bbb73e32218b8c836434b519d2407d4f230,E11,train,164,representative,1,training
flip__0023,flip,0023,2,5,training,training/flip/0023_000000005.jpg,e7b4b1e8629db3098e6c69bcccd0b5c73639b9746b404975706175b3776991fa,E11,train,165,representative,1,training
flip__0023,flip,0023,4,16,training,training/flip/0023_000000016.jpg,c27fead0ac4646620d506a08a9462bba676b00d8f4e6d54abfab83a900c57236,E11,train,,unique,1,training
flip__0023,flip,0023,5,17,training,training/flip/0023_000000017.jpg,702d3b57528c2c6bee70537351667e41163b6b8c7744b4ede06f60010aa94207,E11,train,,unique,1,training
flip__0023,flip,0023,6,18,training,training/flip/0023_000000018.jpg,e32763ba5261ea30d64847ab5e90708732a4cdca41fa860bb638b5114ced7588,E11,train,,unique,1,training
flip__0023,flip,0023,7,19,training,training/flip/0023_000000019.jpg,09ee28e9da97bf337ea801d21223ad44777ef2170f6b0d12c98d1c37cf186019,E11,train,,unique,1,training
flip__0023,flip,0023,8,20,training,training/flip/0023_000000020.jpg,9ea4bd9d1228a0b6881c4793a271795c2704331a0376fb55c7b6832c7ba2563c,E11,train,,unique,1,training
flip__0023,flip,0023,9,21,training,training/flip/0023_000000021.jpg,4a2c8187cdc9232dfda41ace2d085c29be4a2dbe355f62cf2e03cd67f56249e9,E11,train,,unique,1,training
flip__0023,flip,0023,10,22,training,training/flip/0023_000000022.jpg,bd470a72ad8b19db6a33c10f513e2d9c859981acba73aa0700a9442fd04d9c84,E11,train,,unique,1,training
flip__0023,flip,0023,11,23,training,training/flip/0023_000000023.jpg,ed9e12bfe0a50a59cf12140fd4c71355982bc73f796aab059fdeacafcea15115,E11,train,,unique,1,training
flip__0023,flip,0023,12,24,training,training/flip/0023_000000024.jpg,8b29f1cea1fb290da2e11e7d0a66660881460a0037fa4b7999d2ce39d212f97f,E11,train,,unique,1,training
flip__0023,flip,0023,13,25,training,training/flip/0023_000000025.jpg,9f60c017c2dc56ca47247454ed2b50ccb5e93323ea2bd264c6d8fceca7f558cd,E11,train,,unique,1,training
flip__0024,flip,0024,0,16,training,training/flip/0024_000000016.jpg,bd6db94136336a456fae8ac269980fca2860c87abb15079c29736c7701e22bba,E02,test,,unique,1,training
flip__0024,flip,0024,1,17,testing,testing/flip/0024_000000017.jpg,75b8aeb7e23de3d8fd25cee30e2dd92bbfa150ecfeb03e7e3d67c385ff1c7fa5,E02,test,,unique,1,testing
flip__0024,flip,0024,2,18,training,training/flip/0024_000000018.jpg,8f5cbc2788e45bff40cb1947f1e1d323ee4c484c016a2656e1d2ac7725c603b1,E02,test,,unique,1,training
flip__0024,flip,0024,3,19,testing,testing/flip/0024_000000019.jpg,f5a93c32e7ead7debe2f74f1b5596d980368b8fbbb69ba370a36d96659203529,E02,test,,unique,1,testing
flip__0024,flip,0024,4,20,training,training/flip/0024_000000020.jpg,e027e0c83038c05962533cde17c4293e3eb42ba8b1ccc822622a256dc47eb67a,E02,test,,unique,1,training
flip__0024,flip,0024,5,21,testing,testing/flip/0024_000000021.jpg,f24d0d01dd77073448fa3702fb9bb681436bae0f8f0c80311fab878d967ef3b1,E02,test,,unique,1,testing
flip__0024,flip,0024,6,22,training,training/flip/0024_000000022.jpg,3503b1b00a86ff7fbb049fc73846fc99e5824406409bf63a8230f45ffaf83fa5,E02,test,,unique,1,training
flip__0024,flip,0024,7,23,training,training/flip/0024_000000023.jpg,1aac0cbdc7825e75f86102fec9b956ba47b349559af70007d4aeab248091acc4,E02,test,,unique,1,training
flip__0024,flip,0024,8,24,training,training/flip/0024_000000024.jpg,67a06b1219bbe3ac4d1196261b723571b50c8d7136512bc15017454b07820eaa,E02,test,,unique,1,training
flip__0024,flip,0024,9,25,training,training/flip/0024_000000025.jpg,6c535e7097dc23569c45dbb3e6455c1359dd871c847460a0ee3742a3f9b93170,E02,test,,unique,1,training
flip__0024,flip,0024,10,26,training,training/flip/0024_000000026.jpg,7adca8f33edeee9ac895a5515f62f7c400ac06b2d738b293b474d04e99143cff,E02,test,,unique,1,training
flip__0024,flip,0024,11,27,training,training/flip/0024_000000027.jpg,33c43848a736a49e606d826adee93c2bacc283465a434c2967a9a9a1c168ca01,E02,test,,unique,1,training
flip__0025,flip,0025,0,4,training,training/flip/0025_000000004.jpg,8c96340144a8e3a721959be94f89a3213694636d1ea485e351cbd394ea050858,E02,test,,unique,1,training
flip__0025,flip,0025,1,5,training,training/flip/0025_000000005.jpg,a0b12517f17c4127d55c295c91a486752b5e9b56d1afb8dabc8b473d840da3ce,E02,test,,unique,1,training
flip__0025,flip,0025,2,6,training,training/flip/0025_000000006.jpg,8f83309aeb8faa0135fa4116bcf1230c56c278f699d69a295d0cd7c6a48bce2e,E02,test,,unique,1,training
flip__0025,flip,0025,3,7,training,training/flip/0025_000000007.jpg,4e6968d2e389847863edbde575dd5be678ed171cdc7ce8a3505b9d329e780719,E02,test,,unique,1,training
flip__0025,flip,0025,4,8,training,training/flip/0025_000000008.jpg,7bfa335cad1f48c78e78862b14df7aa16c7b06d6bd52cb255093f95a9d8ff957,E02,test,,unique,1,training
flip__0025,flip,0025,5,9,training,training/flip/0025_000000009.jpg,81dc050a91aee3561e821e61e74face68e6ecccf501b816d5ee98eadb8640fc5,E02,test,,unique,1,training
flip__0025,flip,0025,6,10,training,training/flip/0025_000000010.jpg,720ef43d043759cadcd4ec24f1793316794f8086bf6c7a3b8ea108708e517fbe,E02,test,,unique,1,training
flip__0025,flip,0025,7,11,training,training/flip/0025_000000011.jpg,a395c70f8248f817e7d9d3fca05369e702a7013d1575c1888db8c11a7eb38097,E02,test,,unique,1,training
