sequence_id,label,video_id,sample_position_index,sequence_frame_index,frame_num,path,numeric_token_count,top_candidates,left_page_candidate,right_page_candidate,pair_score
flip__0025,flip,0025,3,8,12,training/flip/0025_000000012.jpg,12,"[{""value"": 12, ""conf"": 62.0, ""cx"": 0.234, ""cy"": 0.704, ""score"": 1.237}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.86, ""cy"": 0.443, ""score"": 0.157}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.315, ""cy"": 0.605, ""score"": 0.155}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.699, ""cy"": 0.404, ""score"": 0.153}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.692, ""cy"": 0.421, ""score"": 0.143}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.362, ""cy"": 0.587, ""score"": 0.139}, {""value"": 73, ""conf"": 0.0, ""cx"": 0.339, ""cy"": 0.573, ""score"": 0.136}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.689, ""cy"": 0.441, ""score"": 0.133}]",2,3,2.5485
flip__0025,flip,0025,4,10,14,training/flip/0025_000000014.jpg,6,"[{""value"": 1, ""conf"": 61.0, ""cx"": 0.237, ""cy"": 0.705, ""score"": 1.227}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.827, ""cy"": 0.416, ""score"": 0.166}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.703, ""cy"": 0.442, ""score"": 0.135}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.773, ""cy"": 0.535, ""score"": 0.133}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.773, ""cy"": 0.525, ""score"": 0.129}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.771, ""cy"": 0.497, ""score"": 0.117}]",1,2,3.6115
flip__0026,flip,0026,0,0,8,training/flip/0026_000000008.jpg,16,"[{""value"": 3, ""conf"": 24.0, ""cx"": 0.43, ""cy"": 0.942, ""score"": 1.746}, {""value"": 106, ""conf"": 86.0, ""cx"": 0.169, ""cy"": 0.655, ""score"": 1.462}, {""value"": 5, ""conf"": 44.0, ""cx"": 0.882, ""cy"": 0.537, ""score"": 0.591}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.365, ""cy"": 0.331, ""score"": 0.58}, {""value"": 1, ""conf"": 25.0, ""cx"": 0.429, ""cy"": 0.523, ""score"": 0.347}, {""value"": 2, ""conf"": 22.0, ""cx"": 0.617, ""cy"": 0.476, ""score"": 0.324}, {""value"": 48, ""conf"": 0.0, ""cx"": 0.451, ""cy"": 0.312, ""score"": 0.176}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.234, ""cy"": 0.594, ""score"": 0.162}]",3,2,4.3207
flip__0026,flip,0026,1,4,12,training/flip/0026_000000012.jpg,28,"[{""value"": 4, ""conf"": 89.0, ""cx"": 0.469, ""cy"": 0.961, ""score"": 2.0}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.383, ""cy"": 0.94, ""score"": 1.513}, {""value"": 106, ""conf"": 89.0, ""cx"": 0.173, ""cy"": 0.657, ""score"": 1.493}, {""value"": 5, ""conf"": 63.0, ""cx"": 0.363, ""cy"": 0.573, ""score"": 0.762}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.274, ""cy"": 0.309, ""score"": 0.604}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.231, ""cy"": 0.637, ""score"": 0.584}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.642, ""cy"": 0.352, ""score"": 0.57}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.335, ""cy"": 0.362, ""score"": 0.569}]",4,3,4.8203
flip__0026,flip,0026,2,7,15,training/flip/0026_000000015.jpg,15,"[{""value"": 106, ""conf"": 87.0, ""cx"": 0.174, ""cy"": 0.657, ""score"": 1.472}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.436, ""cy"": 0.378, ""score"": 0.546}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.202, ""cy"": 0.615, ""score"": 0.177}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.855, ""cy"": 0.574, ""score"": 0.165}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.514, ""cy"": 0.329, ""score"": 0.163}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.292, ""cy"": 0.432, ""score"": 0.14}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.752, ""cy"": 0.546, ""score"": 0.136}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.261, ""cy"": 0.454, ""score"": 0.134}]",2,3,2.9611
flip__0026,flip,0026,3,10,18,testing/flip/0026_000000018.jpg,16,"[{""value"": 105, ""conf"": 62.0, ""cx"": 0.179, ""cy"": 0.656, ""score"": 1.221}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.399, ""cy"": 0.284, ""score"": 0.598}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.298, ""cy"": 0.322, ""score"": 0.594}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.686, ""cy"": 0.331, ""score"": 0.587}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.702, ""cy"": 0.647, ""score"": 0.579}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.3, ""cy"": 0.361, ""score"": 0.575}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.68, ""cy"": 0.628, ""score"": 0.566}, {""value"": 4, ""conf"": 35.0, ""cx"": 0.583, ""cy"": 0.614, ""score"": 0.494}]",2,4,1.9856
flip__0026,flip,0026,4,14,22,training/flip/0026_000000022.jpg,6,"[{""value"": 22, ""conf"": 0.0, ""cx"": 0.767, ""cy"": 0.372, ""score"": 0.579}, {""value"": 765, ""conf"": 0.0, ""cx"": 0.696, ""cy"": 0.647, ""score"": 0.578}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.551, ""cy"": 0.336, ""score"": 0.564}, {""value"": 62, ""conf"": 0.0, ""cx"": 0.769, ""cy"": 0.411, ""score"": 0.16}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.914, ""cy"": 0.515, ""score"": 0.145}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.502, ""cy"": 0.385, ""score"": -0.267}]",,,
flip__0027,flip,0027,0,0,11,training/flip/0027_000000011.jpg,13,"[{""value"": 2, ""conf"": 41.0, ""cx"": 0.325, ""cy"": 0.7, ""score"": 1.011}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.361, ""cy"": 0.284, ""score"": 0.604}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.222, ""cy"": 0.628, ""score"": 0.581}, {""value"": 108, ""conf"": 0.0, ""cx"": 0.588, ""cy"": 0.347, ""score"": 0.565}, {""value"": 3, ""conf"": 39.0, ""cx"": 0.523, ""cy"": 0.335, ""score"": 0.551}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.471, ""cy"": 0.314, ""score"": 0.172}, {""value"": 80, ""conf"": 0.0, ""cx"": 0.486, ""cy"": 0.339, ""score"": 0.157}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.462, ""cy"": 0.65, ""score"": 0.156}]",2,3,3.8119
flip__0027,flip,0027,1,2,13,training/flip/0027_000000013.jpg,6,"[{""value"": 6, ""conf"": 46.0, ""cx"": 0.281, ""cy"": 0.589, ""score"": 0.612}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.878, ""cy"": 0.354, ""score"": 0.605}, {""value"": 1, ""conf"": 14.0, ""cx"": 0.472, ""cy"": 0.371, ""score"": 0.284}, {""value"": 6, ""conf"": 6.0, ""cx"": 0.353, ""cy"": 0.416, ""score"": 0.199}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.879, ""cy"": 0.4, ""score"": 0.182}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.384, ""cy"": 0.614, ""score"": 0.149}]",1,2,2.7154
flip__0027,flip,0027,2,4,15,training/flip/0027_000000015.jpg,12,"[{""value"": 6, ""conf"": 0.0, ""cx"": 0.803, ""cy"": 0.342, ""score"": 0.599}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.22, ""cy"": 0.637, ""score"": 0.585}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.419, ""cy"": 0.304, ""score"": 0.585}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.804, ""cy"": 0.379, ""score"": 0.581}, {""value"": 46, ""conf"": 0.0, ""cx"": 0.223, ""cy"": 0.626, ""score"": 0.58}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.494, ""cy"": 0.318, ""score"": 0.167}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.489, ""cy"": 0.332, ""score"": 0.16}, {""value"": 42, ""conf"": 0.0, ""cx"": 0.804, ""cy"": 0.427, ""score"": 0.157}]",3,2,3.4163
flip__0027,flip,0027,3,7,18,testing/flip/0027_000000018.jpg,12,"[{""value"": 4, ""conf"": 55.0, ""cx"": 0.339, ""cy"": 0.828, ""score"": 2.013}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.737, ""cy"": 0.341, ""score"": 0.59}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.221, ""cy"": 0.626, ""score"": 0.58}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.41, ""cy"": 0.332, ""score"": 0.572}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.421, ""cy"": 0.372, ""score"": 0.551}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.246, ""cy"": 0.596, ""score"": 0.161}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.744, ""cy"": 0.426, ""score"": 0.148}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.386, ""cy"": 0.405, ""score"": 0.14}]",1,2,3.4126
flip__0027,flip,0027,4,9,20,training/flip/0027_000000020.jpg,8,"[{""value"": 10, ""conf"": 71.0, ""cx"": 0.161, ""cy"": 0.657, ""score"": 1.315}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.738, ""cy"": 0.377, ""score"": 0.572}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.638, ""cy"": 0.347, ""score"": 0.572}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.891, ""cy"": 0.547, ""score"": 0.157}, {""value"": 31, ""conf"": 0.0, ""cx"": 0.538, ""cy"": 0.369, ""score"": 0.146}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.744, ""cy"": 0.454, ""score"": 0.135}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.747, ""cy"": 0.482, ""score"": 0.121}, {""value"": 8, ""conf"": 22.0, ""cx"": 0.528, ""cy"": 0.443, ""score"": -0.072}]",10,8,2.0424
flip__0028,flip,0028,0,0,1,training/flip/0028_000000001.jpg,33,"[{""value"": 4, ""conf"": 59.0, ""cx"": 0.388, ""cy"": 0.969, ""score"": 2.116}, {""value"": 3, ""conf"": 41.0, ""cx"": 0.353, ""cy"": 0.886, ""score"": 1.9}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.309, ""cy"": 0.272, ""score"": 1.418}, {""value"": 110, ""conf"": 75.0, ""cx"": 0.182, ""cy"": 0.654, ""score"": 1.35}, {""value"": 1, ""conf"": 34.0, ""cx"": 0.936, ""cy"": 0.662, ""score"": 0.961}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.307, ""cy"": 0.284, ""score"": 0.612}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.807, ""cy"": 0.339, ""score"": 0.602}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.393, ""cy"": 0.297, ""score"": 0.593}]",4,3,4.9681
flip__0028,flip,0028,1,7,8,training/flip/0028_000000008.jpg,26,"[{""value"": 85, ""conf"": 0.0, ""cx"": 0.319, ""cy"": 0.277, ""score"": 1.413}, {""value"": 10, ""conf"": 38.0, ""cx"": 0.183, ""cy"": 0.658, ""score"": 0.982}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.354, ""cy"": 0.295, ""score"": 0.599}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.306, ""cy"": 0.326, ""score"": 0.591}, {""value"": 138, ""conf"": 0.0, ""cx"": 0.846, ""cy"": 0.627, ""score"": 0.59}, {""value"": 49, ""conf"": 0.0, ""cx"": 0.195, ""cy"": 0.635, ""score"": 0.588}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.355, ""cy"": 0.345, ""score"": 0.574}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.431, ""cy"": 0.343, ""score"": 0.564}]",85,138,1.4538
flip__0028,flip,0028,2,14,15,testing/flip/0028_000000015.jpg,16,"[{""value"": 8, ""conf"": 0.0, ""cx"": 0.312, ""cy"": 0.277, ""score"": 1.415}, {""value"": 119, ""conf"": 58.0, ""cx"": 0.183, ""cy"": 0.658, ""score"": 1.182}, {""value"": 5, ""conf"": 52.0, ""cx"": 0.352, ""cy"": 0.618, ""score"": 0.676}, {""value"": 81, ""conf"": 0.0, ""cx"": 0.309, ""cy"": 0.289, ""score"": 0.609}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.799, ""cy"": 0.379, ""score"": 0.581}, {""value"": 610, ""conf"": 0.0, ""cx"": 0.388, ""cy"": 0.337, ""score"": 0.573}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.411, ""cy"": 0.362, ""score"": 0.558}, {""value"": 8, ""conf"": 37.0, ""cx"": 0.305, ""cy"": 0.608, ""score"": 0.528}]",5,2,2.3066
flip__0028,flip,0028,3,20,21,training/flip/0028_000000021.jpg,16,"[{""value"": 8, ""conf"": 0.0, ""cx"": 0.312, ""cy"": 0.277, ""score"": 1.415}, {""value"": 81, ""conf"": 0.0, ""cx"": 0.315, ""cy"": 0.289, ""score"": 0.608}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.747, ""cy"": 0.379, ""score"": 0.573}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.426, ""cy"": 0.331, ""score"": 0.571}, {""value"": 56, ""conf"": 21.0, ""cx"": 0.603, ""cy"": 0.447, ""score"": 0.327}, {""value"": 16, ""conf"": 0.0, ""cx"": 0.748, ""cy"": 0.388, ""score"": 0.168}, {""value"": 20, ""conf"": 0.0, ""cx"": 0.461, ""cy"": 0.655, ""score"": 0.158}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.749, ""cy"": 0.416, ""score"": 0.154}]",5,2,2.1936
flip__0028,flip,0028,4,27,28,training/flip/0028_000000028.jpg,5,"[{""value"": 4, ""conf"": 0.0, ""cx"": 0.783, ""cy"": 0.362, ""score"": 0.587}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.614, ""cy"": 0.36, ""score"": 0.562}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.743, ""cy"": 0.408, ""score"": 0.157}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.498, ""cy"": 0.377, ""score"": 0.137}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.738, ""cy"": 0.465, ""score"": 0.128}]",3,4,2.9737
flip__0029,flip,0029,0,0,1,training/flip/0029_000000001.jpg,22,"[{""value"": 5, ""conf"": 79.0, ""cx"": 0.415, ""cy"": 0.307, ""score"": 1.374}, {""value"": 3, ""conf"": 58.0, ""cx"": 0.924, ""cy"": 0.677, ""score"": 1.207}, {""value"": 5, ""conf"": 55.0, ""cx"": 0.335, ""cy"": 0.28, ""score"": 1.16}, {""value"": 12, ""conf"": 21.0, ""cx"": 0.176, ""cy"": 0.67, ""score"": 0.819}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.786, ""cy"": 0.625, ""score"": 0.58}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.262, ""cy"": 0.639, ""score"": 0.58}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.691, ""cy"": 0.646, ""score"": 0.577}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.249, ""cy"": 0.627, ""score"": 0.576}]",2,3,4.0328
flip__0029,flip,0029,1,5,6,training/flip/0029_000000006.jpg,22,"[{""value"": 2, ""conf"": 38.0, ""cx"": 0.468, ""cy"": 0.927, ""score"": 1.473}, {""value"": 3, ""conf"": 2.0, ""cx"": 0.363, ""cy"": 0.287, ""score"": 0.622}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.173, ""cy"": 0.669, ""score"": 0.608}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.335, ""cy"": 0.676, ""score"": 0.588}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.401, ""cy"": 0.318, ""score"": 0.581}, {""value"": 23, ""conf"": 0.0, ""cx"": 0.688, ""cy"": 0.644, ""score"": 0.575}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.278, ""cy"": 0.627, ""score"": 0.572}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.387, ""cy"": 0.376, ""score"": 0.554}]",2,23,1.4984
flip__0029,flip,0029,2,10,19,training/flip/0029_000000019.jpg,16,"[{""value"": 2, ""conf"": 15.0, ""cx"": 0.631, ""cy"": 0.352, ""score"": 0.718}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.173, ""cy"": 0.669, ""score"": 0.608}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.319, ""cy"": 0.305, ""score"": 0.6}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.224, ""cy"": 0.624, ""score"": 0.579}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.396, ""cy"": 0.633, ""score"": 0.557}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.412, ""cy"": 0.368, ""score"": 0.554}, {""value"": 2, ""conf"": 14.0, ""cx"": 0.575, ""cy"": 0.459, ""score"": 0.247}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.416, ""cy"": 0.382, ""score"": 0.147}]",1,2,3.5253
flip__0029,flip,0029,3,14,23,training/flip/0029_000000023.jpg,23,"[{""value"": 12, ""conf"": 44.0, ""cx"": 0.174, ""cy"": 0.67, ""score"": 1.049}, {""value"": 7, ""conf"": 28.0, ""cx"": 0.316, ""cy"": 0.353, ""score"": 0.856}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.323, ""cy"": 0.306, ""score"": 0.599}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.789, ""cy"": 0.633, ""score"": 0.585}, {""value"": 801, ""conf"": 43.0, ""cx"": 0.331, ""cy"": 0.556, ""score"": 0.559}, {""value"": 80, ""conf"": 0.0, ""cx"": 0.234, ""cy"": 0.616, ""score"": 0.173}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.469, ""cy"": 0.319, ""score"": 0.17}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.69, ""cy"": 0.605, ""score"": 0.156}]",2,3,3.4338
flip__0029,flip,0029,4,19,28,training/flip/0029_000000028.jpg,12,"[{""value"": 1, ""conf"": 0.0, ""cx"": 0.342, ""cy"": 0.949, ""score"": 1.523}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.832, ""cy"": 0.363, ""score"": 0.593}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.679, ""cy"": 0.637, ""score"": 0.57}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.667, ""cy"": 0.368, ""score"": 0.566}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.404, ""cy"": 0.647, ""score"": 0.563}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.456, ""cy"": 0.341, ""score"": 0.161}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.677, ""cy"": 0.388, ""score"": 0.158}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.751, ""cy"": 0.417, ""score"": 0.154}]",1,2,4.3663
flip__0030,flip,0030,0,0,1,training/flip/0030_000000001.jpg,12,"[{""value"": 1, ""conf"": 63.0, ""cx"": 0.937, ""cy"": 0.683, ""score"": 1.262}, {""value"": 1, ""conf"": 43.0, ""cx"": 0.2, ""cy"": 0.694, ""score"": 1.047}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.804, ""cy"": 0.661, ""score"": 0.601}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.255, ""cy"": 0.67, ""score"": 0.597}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.331, ""cy"": 0.321, ""score"": 0.59}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.442, ""cy"": 0.627, ""score"": 0.547}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.337, ""cy"": 0.384, ""score"": 0.157}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.323, ""cy"": 0.569, ""score"": 0.136}]",2,1,4.1019
flip__0030,flip,0030,1,9,10,training/flip/0030_000000010.jpg,9,"[{""value"": 2, ""conf"": 0.0, ""cx"": 0.346, ""cy"": 0.318, ""score"": 0.589}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.598, ""cy"": 0.387, ""score"": 0.146}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.872, ""cy"": 0.523, ""score"": 0.143}, {""value"": 22, ""conf"": 0.0, ""cx"": 0.757, ""cy"": 0.555, ""score"": 0.141}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.756, ""cy"": 0.545, ""score"": 0.136}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.331, ""cy"": 0.556, ""score"": 0.128}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.646, ""cy"": 0.498, ""score"": 0.098}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.458, ""cy"": 0.465, ""score"": -0.301}]",2,2,1.5356
flip__0030,flip,0030,2,18,19,testing/flip/0030_000000019.jpg,17,"[{""value"": 37, ""conf"": 56.0, ""cx"": 0.771, ""cy"": 0.451, ""score"": 0.7}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.867, ""cy"": 0.639, ""score"": 0.6}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.702, ""cy"": 0.642, ""score"": 0.576}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.569, ""cy"": 0.649, ""score"": 0.56}, {""value"": 22, ""conf"": 26.0, ""cx"": 0.492, ""cy"": 0.632, ""score"": 0.402}, {""value"": 7, ""conf"": 23.0, ""cx"": 0.743, ""cy"": 0.46, ""score"": 0.362}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.779, ""cy"": 0.602, ""score"": 0.168}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.692, ""cy"": 0.613, ""score"": 0.16}]",22,37,0.5528
flip__0030,flip,0030,3,28,29,training/flip/0030_000000029.jpg,12,"[{""value"": 15, ""conf"": 50.0, ""cx"": 0.949, ""cy"": 0.675, ""score"": 1.13}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.697, ""cy"": 0.659, ""score"": 0.584}, {""value"": 4, ""conf"": 25.0, ""cx"": 0.945, ""cy"": 0.423, ""score"": 0.43}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.876, ""cy"": 0.577, ""score"": 0.17}, {""value"": 1, ""conf"": 2.0, ""cx"": 0.573, ""cy"": 0.618, ""score"": 0.165}, {""value"": 227, ""conf"": 0.0, ""cx"": 0.653, ""cy"": 0.609, ""score"": 0.152}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.649, ""cy"": 0.41, ""score"": 0.143}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.699, ""cy"": 0.438, ""score"": 0.136}]",,,
flip__0030,flip,0030,4,37,38,testing/flip/0030_000000038.jpg,22,"[{""value"": 2, ""conf"": 0.0, ""cx"": 0.246, ""cy"": 0.679, ""score"": 0.603}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.362, ""cy"": 0.325, ""score"": 0.583}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.66, ""cy"": 0.655, ""score"": 0.577}, {""value"": 38, ""conf"": 0.0, ""cx"": 0.359, ""cy"": 0.348, ""score"": 0.572}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.299, ""cy"": 0.633, ""score"": 0.572}, {""value"": 20, ""conf"": 0.0, ""cx"": 0.282, ""cy"": 0.623, ""score"": 0.569}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.584, ""cy"": 0.355, ""score"": 0.56}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.401, ""cy"": 0.62, ""score"": 0.55}]",2,2,1.9795
flip__0031,flip,0031,0,0,14,training/flip/0031_000000014.jpg,20,"[{""value"": 4, ""conf"": 49.0, ""cx"": 0.218, ""cy"": 0.694, ""score"": 1.104}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.452, ""cy"": 0.943, ""score"": 1.104}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.77, ""cy"": 0.674, ""score"": 0.602}, {""value"": 67, ""conf"": 0.0, ""cx"": 0.272, ""cy"": 0.672, ""score"": 0.595}, {""value"": 4, ""conf"": 32.0, ""cx"": 0.333, ""cy"": 0.415, ""score"": 0.463}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.502, ""cy"": 0.658, ""score"": 0.155}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.493, ""cy"": 0.627, ""score"": 0.139}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.477, ""cy"": 0.379, ""score"": 0.139}]",4,3,3.9567
flip__0031,flip,0031,1,4,18,testing/flip/0031_000000018.jpg,23,"[{""value"": 4, ""conf"": 0.0, ""cx"": 0.357, ""cy"": 0.736, ""score"": 1.414}, {""value"": 114, ""conf"": 42.0, ""cx"": 0.216, ""cy"": 0.695, ""score"": 1.035}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.849, ""cy"": 0.338, ""score"": 0.609}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.262, ""cy"": 0.673, ""score"": 0.597}, {""value"": 2, ""conf"": 43.0, ""cx"": 0.56, ""cy"": 0.618, ""score"": 0.573}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.615, ""cy"": 0.637, ""score"": 0.561}, {""value"": 1, ""conf"": 28.0, ""cx"": 0.434, ""cy"": 0.606, ""score"": 0.418}, {""value"": 4, ""conf"": 17.0, ""cx"": 0.56, ""cy"": 0.395, ""score"": 0.307}]",4,5,4.2729
flip__0031,flip,0031,2,7,21,training/flip/0031_000000021.jpg,23,"[{""value"": 3, ""conf"": 10.0, ""cx"": 0.398, ""cy"": 0.873, ""score"": 1.577}, {""value"": 4, ""conf"": 74.0, ""cx"": 0.451, ""cy"": 0.702, ""score"": 0.923}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.218, ""cy"": 0.696, ""score"": 0.615}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.347, ""cy"": 0.325, ""score"": 0.586}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.276, ""cy"": 0.628, ""score"": 0.573}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.609, ""cy"": 0.657, ""score"": 0.57}, {""value"": 9, ""conf"": 19.0, ""cx"": 0.506, ""cy"": 0.374, ""score"": 0.329}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.898, ""cy"": 0.416, ""score"": 0.177}]",3,2,4.3967
flip__0031,flip,0031,3,10,24,training/flip/0031_000000024.jpg,14,"[{""value"": 4, ""conf"": 0.0, ""cx"": 0.362, ""cy"": 0.735, ""score"": 1.413}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.221, ""cy"": 0.695, ""score"": 0.614}, {""value"": 621, ""conf"": 0.0, ""cx"": 0.276, ""cy"": 0.673, ""score"": 0.595}, {""value"": 57, ""conf"": 0.0, ""cx"": 0.737, ""cy"": 0.665, ""score"": 0.593}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.799, ""cy"": 0.626, ""score"": 0.583}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.346, ""cy"": 0.652, ""score"": 0.574}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.704, ""cy"": 0.372, ""score"": 0.569}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.764, ""cy"": 0.616, ""score"": 0.173}]",2,1,3.3935
