path,sequence_id,split,label,nearest_other_sequence_path,nearest_other_sequence_id,nearest_other_sequence_split,nearest_other_sequence_label,dhash_distance,phash_distance,combined_distance
training/flip/0011_000000028.jpg,flip__0011,training,flip,training/flip/0018_000000026.jpg,flip__0018,training,flip,8,10,18
training/flip/0011_000000029.jpg,flip__0011,training,flip,training/flip/0018_000000026.jpg,flip__0018,training,flip,7,8,15
training/flip/0011_000000030.jpg,flip__0011,training,flip,training/flip/0018_000000026.jpg,flip__0018,training,flip,7,8,15
training/flip/0012_000000009.jpg,flip__0012,training,flip,training/flip/0022_000000007.jpg,flip__0022,training,flip,5,6,11
training/flip/0012_000000010.jpg,flip__0012,training,flip,training/flip/0022_000000008.jpg,flip__0022,training,flip,3,2,5
training/flip/0012_000000011.jpg,flip__0012,training,flip,training/flip/0013_000000005.jpg,flip__0013,training,flip,11,4,15
training/flip/0012_000000012.jpg,flip__0012,training,flip,training/flip/0013_000000009.jpg,flip__0013,training,flip,9,4,13
training/flip/0012_000000013.jpg,flip__0012,training,flip,testing/flip/0022_000000010.jpg,flip__0022,testing,flip,7,8,15
training/flip/0012_000000014.jpg,flip__0012,training,flip,testing/flip/0022_000000010.jpg,flip__0022,testing,flip,7,4,11
training/flip/0012_000000015.jpg,flip__0012,training,flip,testing/flip/0022_000000010.jpg,flip__0022,testing,flip,6,6,12
training/flip/0012_000000017.jpg,flip__0012,training,flip,training/flip/0022_000000015.jpg,flip__0022,training,flip,8,4,12
training/flip/0012_000000018.jpg,flip__0012,training,flip,training/flip/0022_000000015.jpg,flip__0022,training,flip,6,6,12
training/flip/0012_000000019.jpg,flip__0012,training,flip,training/flip/0022_000000017.jpg,flip__0022,training,flip,7,8,15
training/flip/0012_000000020.jpg,flip__0012,training,flip,training/flip/0013_000000018.jpg,flip__0013,training,flip,8,6,14
training/flip/0012_000000021.jpg,flip__0012,training,flip,training/flip/0013_000000020.jpg,flip__0013,training,flip,8,2,10
training/flip/0012_000000023.jpg,flip__0012,training,flip,training/flip/0013_000000023.jpg,flip__0013,training,flip,8,4,12
training/flip/0012_000000024.jpg,flip__0012,training,flip,training/flip/0013_000000023.jpg,flip__0013,training,flip,4,2,6
training/flip/0012_000000026.jpg,flip__0012,training,flip,training/flip/0013_000000024.jpg,flip__0013,training,flip,7,4,11
training/flip/0012_000000027.jpg,flip__0012,training,flip,training/flip/0013_000000026.jpg,flip__0013,training,flip,7,4,11
training/flip/0012_000000028.jpg,flip__0012,training,flip,training/flip/0022_000000024.jpg,flip__0022,training,flip,9,4,13
training/flip/0013_000000004.jpg,flip__0013,training,flip,training/flip/0012_000000010.jpg,flip__0012,training,flip,7,4,11
training/flip/0013_000000005.jpg,flip__0013,training,flip,training/flip/0012_000000010.jpg,flip__0012,training,flip,5,4,9
training/flip/0013_000000006.jpg,flip__0013,training,flip,training/flip/0012_000000011.jpg,flip__0012,training,flip,10,8,18
training/flip/0013_000000007.jpg,flip__0013,training,flip,training/flip/0012_000000011.jpg,flip__0012,training,flip,9,8,17
training/flip/0013_000000009.jpg,flip__0013,training,flip,training/flip/0012_000000012.jpg,flip__0012,training,flip,9,4,13
training/flip/0013_000000010.jpg,flip__0013,training,flip,training/flip/0012_000000012.jpg,flip__0012,training,flip,12,4,16
training/flip/0013_000000012.jpg,flip__0013,training,flip,training/flip/0012_000000017.jpg,flip__0012,training,flip,12,6,18
training/flip/0013_000000014.jpg,flip__0013,training,flip,training/flip/0012_000000018.jpg,flip__0012,training,flip,12,6,18
training/flip/0013_000000016.jpg,flip__0013,training,flip,testing/flip/0014_000000019.jpg,flip__0014,testing,flip,7,8,15
training/flip/0013_000000017.jpg,flip__0013,training,flip,testing/flip/0014_000000020.jpg,flip__0014,testing,flip,8,6,14
training/flip/0013_000000018.jpg,flip__0013,training,flip,training/flip/0012_000000020.jpg,flip__0012,training,flip,8,6,14
training/flip/0013_000000019.jpg,flip__0013,training,flip,training/flip/0012_000000021.jpg,flip__0012,training,flip,10,2,12
training/flip/0013_000000020.jpg,flip__0013,training,flip,training/flip/0012_000000021.jpg,flip__0012,training,flip,8,2,10
training/flip/0013_000000021.jpg,flip__0013,training,flip,training/flip/0012_000000021.jpg,flip__0012,training,flip,10,4,14
training/flip/0013_000000023.jpg,flip__0013,training,flip,training/flip/0012_000000024.jpg,flip__0012,training,flip,4,2,6
training/flip/0013_000000024.jpg,flip__0013,training,flip,testing/flip/0012_000000025.jpg,flip__0012,testing,flip,7,4,11
training/flip/0013_000000025.jpg,flip__0013,training,flip,testing/flip/0012_000000025.jpg,flip__0012,testing,flip,7,4,11
training/flip/0013_000000026.jpg,flip__0013,training,flip,training/flip/0012_000000027.jpg,flip__0012,training,flip,7,4,11
training/flip/0013_000000027.jpg,flip__0013,training,flip,training/flip/0012_000000027.jpg,flip__0012,training,flip,10,4,14
training/flip/0013_000000028.jpg,flip__0013,training,flip,testing/flip/0012_000000025.jpg,flip__0012,testing,flip,10,4,14
training/flip/0013_000000029.jpg,flip__0013,training,flip,testing/flip/0014_000000020.jpg,flip__0014,testing,flip,7,8,15
training/flip/0013_000000030.jpg,flip__0013,training,flip,testing/flip/0014_000000020.jpg,flip__0014,testing,flip,7,8,15
training/flip/0014_000000001.jpg,flip__0014,training,flip,training/flip/0013_000000006.jpg,flip__0013,training,flip,15,6,21
training/flip/0014_000000002.jpg,flip__0014,training,flip,training/flip/0013_000000006.jpg,flip__0013,training,flip,15,6,21
training/flip/0014_000000005.jpg,flip__0014,training,flip,training/flip/0028_000000016.jpg,flip__0028,training,flip,11,6,17
training/flip/0014_000000007.jpg,flip__0014,training,flip,training/flip/0028_000000016.jpg,flip__0028,training,flip,13,4,17
training/flip/0014_000000008.jpg,flip__0014,training,flip,training/flip/0023_000000005.jpg,flip__0023,training,flip,10,6,16
training/flip/0014_000000011.jpg,flip__0014,training,flip,training/flip/0023_000000004.jpg,flip__0023,training,flip,11,6,17
training/flip/0014_000000015.jpg,flip__0014,training,flip,training/flip/0013_000000004.jpg,flip__0013,training,flip,10,8,18
training/flip/0014_000000017.jpg,flip__0014,training,flip,training/flip/0013_000000030.jpg,flip__0013,training,flip,10,10,20
training/flip/0014_000000018.jpg,flip__0014,training,flip,training/flip/0013_000000016.jpg,flip__0013,training,flip,7,8,15
training/flip/0014_000000021.jpg,flip__0014,training,flip,training/flip/0013_000000018.jpg,flip__0013,training,flip,9,6,15
training/flip/0014_000000022.jpg,flip__0014,training,flip,testing/flip/0013_000000022.jpg,flip__0013,testing,flip,14,4,18
training/flip/0014_000000023.jpg,flip__0014,training,flip,testing/flip/0013_000000022.jpg,flip__0013,testing,flip,14,4,18
training/flip/0015_000000001.jpg,flip__0015,training,flip,training/flip/0011_000000008.jpg,flip__0011,training,flip,10,10,20
training/flip/0015_000000002.jpg,flip__0015,training,flip,training/flip/0011_000000008.jpg,flip__0011,training,flip,10,10,20
training/flip/0015_000000003.jpg,flip__0015,training,flip,testing/flip/0016_000000008.jpg,flip__0016,testing,flip,9,10,19
training/flip/0015_000000004.jpg,flip__0015,training,flip,testing/flip/0016_000000008.jpg,flip__0016,testing,flip,10,12,22
training/flip/0015_000000005.jpg,flip__0015,training,flip,testing/flip/0016_000000008.jpg,flip__0016,testing,flip,10,12,22
training/flip/0015_000000006.jpg,flip__0015,training,flip,testing/flip/0016_000000008.jpg,flip__0016,testing,flip,9,12,21
training/flip/0015_000000007.jpg,flip__0015,training,flip,training/flip/0016_000000010.jpg,flip__0016,training,flip,11,10,21
training/flip/0015_000000008.jpg,flip__0015,training,flip,training/flip/0016_000000010.jpg,flip__0016,training,flip,14,8,22
training/flip/0015_000000009.jpg,flip__0015,training,flip,training/flip/0016_000000010.jpg,flip__0016,training,flip,15,8,23
training/flip/0015_000000010.jpg,flip__0015,training,flip,training/flip/0020_000000009.jpg,flip__0020,training,flip,11,12,23
training/flip/0015_000000012.jpg,flip__0015,training,flip,training/flip/0019_000000018.jpg,flip__0019,training,flip,12,10,22
training/flip/0015_000000013.jpg,flip__0015,training,flip,training/flip/0011_000000009.jpg,flip__0011,training,flip,11,10,21
training/flip/0015_000000014.jpg,flip__0015,training,flip,testing/flip/0020_000000012.jpg,flip__0020,testing,flip,13,8,21
training/flip/0015_000000015.jpg,flip__0015,training,flip,testing/flip/0020_000000012.jpg,flip__0020,testing,flip,12,8,20
training/flip/0015_000000016.jpg,flip__0015,training,flip,training/flip/0020_000000018.jpg,flip__0020,training,flip,11,8,19
training/flip/0015_000000017.jpg,flip__0015,training,flip,testing/flip/0020_000000019.jpg,flip__0020,testing,flip,11,4,15
training/flip/0015_000000018.jpg,flip__0015,training,flip,testing/flip/0020_000000019.jpg,flip__0020,testing,flip,12,2,14
training/flip/0015_000000020.jpg,flip__0015,training,flip,training/flip/0016_000000019.jpg,flip__0016,training,flip,4,4,8
training/flip/0015_000000022.jpg,flip__0015,training,flip,training/flip/0018_000000024.jpg,flip__0018,training,flip,6,8,14
training/flip/0015_000000024.jpg,flip__0015,training,flip,training/flip/0019_000000029.jpg,flip__0019,training,flip,6,8,14
training/flip/0015_000000025.jpg,flip__0015,training,flip,training/flip/0019_000000029.jpg,flip__0019,training,flip,4,6,10
training/flip/0015_000000026.jpg,flip__0015,training,flip,training/flip/0019_000000029.jpg,flip__0019,training,flip,6,6,12
training/flip/0015_000000027.jpg,flip__0015,training,flip,training/flip/0019_000000029.jpg,flip__0019,training,flip,5,10,15
training/flip/0015_000000028.jpg,flip__0015,training,flip,training/flip/0019_000000030.jpg,flip__0019,training,flip,8,6,14
training/flip/0015_000000030.jpg,flip__0015,training,flip,training/flip/0019_000000029.jpg,flip__0019,training,flip,7,8,15
training/flip/0016_000000002.jpg,flip__0016,training,flip,training/flip/0020_000000005.jpg,flip__0020,training,flip,14,8,22
training/flip/0016_000000003.jpg,flip__0016,training,flip,training/flip/0020_000000005.jpg,flip__0020,training,flip,13,8,21
training/flip/0016_000000005.jpg,flip__0016,training,flip,training/flip/0018_000000008.jpg,flip__0018,training,flip,15,8,23
training/flip/0016_000000007.jpg,flip__0016,training,flip,testing/flip/0018_000000003.jpg,flip__0018,testing,flip,13,6,19
training/flip/0016_000000009.jpg,flip__0016,training,flip,testing/flip/0018_000000003.jpg,flip__0018,testing,flip,13,6,19
training/flip/0016_000000010.jpg,flip__0016,training,flip,testing/flip/0018_000000003.jpg,flip__0018,testing,flip,14,6,20
training/flip/0016_000000011.jpg,flip__0016,training,flip,testing/flip/0021_000000015.jpg,flip__0021,testing,flip,17,6,23
training/flip/0016_000000012.jpg,flip__0016,training,flip,testing/flip/0021_000000015.jpg,flip__0021,testing,flip,17,6,23
training/flip/0016_000000014.jpg,flip__0016,training,flip,training/flip/0019_000000021.jpg,flip__0019,training,flip,13,4,17
training/flip/0016_000000015.jpg,flip__0016,training,flip,training/flip/0019_000000021.jpg,flip__0019,training,flip,13,4,17
training/flip/0016_000000016.jpg,flip__0016,training,flip,training/flip/0019_000000024.jpg,flip__0019,training,flip,10,8,18
training/flip/0016_000000017.jpg,flip__0016,training,flip,training/flip/0019_000000024.jpg,flip__0019,training,flip,10,8,18
training/flip/0016_000000018.jpg,flip__0016,training,flip,training/flip/0019_000000024.jpg,flip__0019,training,flip,11,6,17
training/flip/0016_000000019.jpg,flip__0016,training,flip,training/flip/0015_000000020.jpg,flip__0015,training,flip,4,4,8
training/flip/0016_000000020.jpg,flip__0016,training,flip,training/flip/0015_000000020.jpg,flip__0015,training,flip,4,4,8
training/flip/0016_000000021.jpg,flip__0016,training,flip,training/flip/0015_000000020.jpg,flip__0015,training,flip,8,4,12
training/flip/0016_000000022.jpg,flip__0016,training,flip,testing/flip/0015_000000021.jpg,flip__0015,testing,flip,11,4,15
training/flip/0016_000000023.jpg,flip__0016,training,flip,training/flip/0017_000000020.jpg,flip__0017,training,flip,7,10,17
training/flip/0016_000000024.jpg,flip__0016,training,flip,training/flip/0019_000000029.jpg,flip__0019,training,flip,4,10,14
training/flip/0016_000000025.jpg,flip__0016,training,flip,training/flip/0017_000000021.jpg,flip__0017,training,flip,6,8,14
training/flip/0016_000000027.jpg,flip__0016,training,flip,training/flip/0017_000000022.jpg,flip__0017,training,flip,8,8,16
training/flip/0016_000000028.jpg,flip__0016,training,flip,training/flip/0017_000000022.jpg,flip__0017,training,flip,7,8,15
training/flip/0016_000000029.jpg,flip__0016,training,flip,training/flip/0017_000000022.jpg,flip__0017,training,flip,7,8,15
training/flip/0016_000000030.jpg,flip__0016,training,flip,training/flip/0017_000000022.jpg,flip__0017,training,flip,8,8,16
training/flip/0017_000000004.jpg,flip__0017,training,flip,training/notflip/0015_000000026.jpg,notflip__0015,training,notflip,10,12,22
training/flip/0017_000000005.jpg,flip__0017,training,flip,training/notflip/0015_000000026.jpg,notflip__0015,training,notflip,11,10,21
training/flip/0017_000000006.jpg,flip__0017,training,flip,training/notflip/0015_000000026.jpg,notflip__0015,training,notflip,11,12,23
training/flip/0017_000000007.jpg,flip__0017,training,flip,training/notflip/0015_000000026.jpg,notflip__0015,training,notflip,10,12,22
training/flip/0017_000000008.jpg,flip__0017,training,flip,training/notflip/0015_000000023.jpg,notflip__0015,training,notflip,14,12,26
training/flip/0017_000000009.jpg,flip__0017,training,flip,training/flip/0019_000000022.jpg,flip__0019,training,flip,12,14,26
training/flip/0017_000000010.jpg,flip__0017,training,flip,training/flip/0019_000000022.jpg,flip__0019,training,flip,12,16,28
training/flip/0017_000000011.jpg,flip__0017,training,flip,training/flip/0019_000000022.jpg,flip__0019,training,flip,10,16,26
training/flip/0017_000000012.jpg,flip__0017,training,flip,training/flip/0016_000000023.jpg,flip__0016,training,flip,13,12,25
training/flip/0017_000000013.jpg,flip__0017,training,flip,training/flip/0019_000000024.jpg,flip__0019,training,flip,8,14,22
training/flip/0017_000000014.jpg,flip__0017,training,flip,training/flip/0019_000000024.jpg,flip__0019,training,flip,8,12,20
training/flip/0017_000000016.jpg,flip__0017,training,flip,training/flip/0016_000000021.jpg,flip__0016,training,flip,10,10,20
training/flip/0017_000000018.jpg,flip__0017,training,flip,training/flip/0016_000000023.jpg,flip__0016,training,flip,11,12,23
training/flip/0017_000000019.jpg,flip__0017,training,flip,training/flip/0016_000000022.jpg,flip__0016,training,flip,11,10,21
training/flip/0017_000000020.jpg,flip__0017,training,flip,training/flip/0016_000000023.jpg,flip__0016,training,flip,7,10,17
training/flip/0017_000000021.jpg,flip__0017,training,flip,training/flip/0016_000000025.jpg,flip__0016,training,flip,6,8,14
training/flip/0017_000000022.jpg,flip__0017,training,flip,training/flip/0016_000000028.jpg,flip__0016,training,flip,7,8,15
training/flip/0018_000000001.jpg,flip__0018,training,flip,training/notflip/0015_000000025.jpg,notflip__0015,training,notflip,5,4,9
training/flip/0018_000000002.jpg,flip__0018,training,flip,training/notflip/0015_000000025.jpg,notflip__0015,training,notflip,6,2,8
training/flip/0018_000000005.jpg,flip__0018,training,flip,training/flip/0019_000000012.jpg,flip__0019,training,flip,10,0,10
training/flip/0018_000000006.jpg,flip__0018,training,flip,training/flip/0019_000000012.jpg,flip__0019,training,flip,8,0,8
training/flip/0018_000000007.jpg,flip__0018,training,flip,training/flip/0019_000000012.jpg,flip__0019,training,flip,9,0,9
training/flip/0018_000000008.jpg,flip__0018,training,flip,training/flip/0019_000000017.jpg,flip__0019,training,flip,6,4,10
training/flip/0018_000000009.jpg,flip__0018,training,flip,training/flip/0019_000000017.jpg,flip__0019,training,flip,6,6,12
training/flip/0018_000000010.jpg,flip__0018,training,flip,training/flip/0019_000000012.jpg,flip__0019,training,flip,9,2,11
training/flip/0018_000000011.jpg,flip__0018,training,flip,training/flip/0019_000000018.jpg,flip__0019,training,flip,7,6,13
training/flip/0018_000000013.jpg,flip__0018,training,flip,training/flip/0021_000000016.jpg,flip__0021,training,flip,7,6,13
training/flip/0018_000000014.jpg,flip__0018,training,flip,training/flip/0021_000000016.jpg,flip__0021,training,flip,5,6,11
training/flip/0018_000000015.jpg,flip__0018,training,flip,training/flip/0019_000000021.jpg,flip__0019,training,flip,12,4,16
training/flip/0018_000000016.jpg,flip__0018,training,flip,training/flip/0019_000000022.jpg,flip__0019,training,flip,9,4,13
training/flip/0018_000000017.jpg,flip__0018,training,flip,training/flip/0019_000000022.jpg,flip__0019,training,flip,7,4,11
training/flip/0018_000000018.jpg,flip__0018,training,flip,training/flip/0021_000000019.jpg,flip__0021,training,flip,9,2,11
training/flip/0018_000000021.jpg,flip__0018,training,flip,training/flip/0019_000000026.jpg,flip__0019,training,flip,7,4,11
training/flip/0018_000000022.jpg,flip__0018,training,flip,training/flip/0019_000000026.jpg,flip__0019,training,flip,7,4,11
training/flip/0018_000000023.jpg,flip__0018,training,flip,training/flip/0019_000000028.jpg,flip__0019,training,flip,7,6,13
training/flip/0018_000000024.jpg,flip__0018,training,flip,training/flip/0019_000000028.jpg,flip__0019,training,flip,4,6,10
training/flip/0018_000000025.jpg,flip__0018,training,flip,training/flip/0019_000000028.jpg,flip__0019,training,flip,8,6,14
training/flip/0018_000000026.jpg,flip__0018,training,flip,training/flip/0019_000000030.jpg,flip__0019,training,flip,3,4,7
training/flip/0019_000000012.jpg,flip__0019,training,flip,training/flip/0018_000000006.jpg,flip__0018,training,flip,8,0,8
training/flip/0019_000000013.jpg,flip__0019,training,flip,training/flip/0018_000000006.jpg,flip__0018,training,flip,7,2,9
training/flip/0019_000000015.jpg,flip__0019,training,flip,training/flip/0021_000000013.jpg,flip__0021,training,flip,8,4,12
training/flip/0019_000000016.jpg,flip__0019,training,flip,testing/flip/0018_000000003.jpg,flip__0018,testing,flip,6,4,10
training/flip/0019_000000017.jpg,flip__0019,training,flip,training/flip/0021_000000013.jpg,flip__0021,training,flip,3,4,7
training/flip/0019_000000018.jpg,flip__0019,training,flip,training/flip/0021_000000013.jpg,flip__0021,training,flip,4,4,8
training/flip/0019_000000019.jpg,flip__0019,training,flip,testing/flip/0018_000000012.jpg,flip__0018,testing,flip,6,4,10
training/flip/0019_000000020.jpg,flip__0019,training,flip,training/flip/0018_000000017.jpg,flip__0018,training,flip,8,6,14
training/flip/0019_000000021.jpg,flip__0019,training,flip,training/flip/0018_000000017.jpg,flip__0018,training,flip,7,6,13
training/flip/0019_000000022.jpg,flip__0019,training,flip,training/flip/0018_000000017.jpg,flip__0018,training,flip,7,4,11
training/flip/0019_000000023.jpg,flip__0019,training,flip,testing/flip/0018_000000019.jpg,flip__0018,testing,flip,9,4,13
training/flip/0019_000000024.jpg,flip__0019,training,flip,training/flip/0021_000000020.jpg,flip__0021,training,flip,6,4,10
training/flip/0019_000000026.jpg,flip__0019,training,flip,training/flip/0021_000000022.jpg,flip__0021,training,flip,8,0,8
training/flip/0019_000000027.jpg,flip__0019,training,flip,training/flip/0021_000000024.jpg,flip__0021,training,flip,7,4,11
training/flip/0019_000000028.jpg,flip__0019,training,flip,training/flip/0018_000000024.jpg,flip__0018,training,flip,4,6,10
training/flip/0019_000000029.jpg,flip__0019,training,flip,training/flip/0015_000000025.jpg,flip__0015,training,flip,4,6,10
training/flip/0019_000000030.jpg,flip__0019,training,flip,training/flip/0018_000000026.jpg,flip__0018,training,flip,3,4,7
training/flip/0020_000000004.jpg,flip__0020,training,flip,testing/flip/0021_000000011.jpg,flip__0021,testing,flip,11,4,15
training/flip/0020_000000005.jpg,flip__0020,training,flip,testing/flip/0021_000000011.jpg,flip__0021,testing,flip,10,4,14
training/flip/0020_000000006.jpg,flip__0020,training,flip,testing/flip/0021_000000011.jpg,flip__0021,testing,flip,11,4,15
training/flip/0020_000000007.jpg,flip__0020,training,flip,testing/flip/0021_000000014.jpg,flip__0021,testing,flip,11,4,15
training/flip/0020_000000008.jpg,flip__0020,training,flip,testing/flip/0021_000000011.jpg,flip__0021,testing,flip,10,4,14
training/flip/0020_000000009.jpg,flip__0020,training,flip,testing/flip/0021_000000014.jpg,flip__0021,testing,flip,11,4,15
training/flip/0020_000000011.jpg,flip__0020,training,flip,training/flip/0021_000000016.jpg,flip__0021,training,flip,11,4,15
training/flip/0020_000000013.jpg,flip__0020,training,flip,training/flip/0021_000000016.jpg,flip__0021,training,flip,8,4,12
training/flip/0020_000000014.jpg,flip__0020,training,flip,training/flip/0021_000000016.jpg,flip__0021,training,flip,8,4,12
training/flip/0020_000000016.jpg,flip__0020,training,flip,training/flip/0021_000000017.jpg,flip__0021,training,flip,7,6,13
training/flip/0020_000000017.jpg,flip__0020,training,flip,training/flip/0021_000000018.jpg,flip__0021,training,flip,9,6,15
training/flip/0020_000000018.jpg,flip__0020,training,flip,training/flip/0015_000000017.jpg,flip__0015,training,flip,11,6,17
training/flip/0020_000000021.jpg,flip__0020,training,flip,training/flip/0018_000000022.jpg,flip__0018,training,flip,12,4,16
training/flip/0020_000000022.jpg,flip__0020,training,flip,training/flip/0021_000000024.jpg,flip__0021,training,flip,6,6,12
training/flip/0021_000000010.jpg,flip__0021,training,flip,testing/flip/0019_000000014.jpg,flip__0019,testing,flip,7,2,9
training/flip/0021_000000012.jpg,flip__0021,training,flip,training/flip/0019_000000017.jpg,flip__0019,training,flip,4,4,8
training/flip/0021_000000013.jpg,flip__0021,training,flip,training/flip/0019_000000017.jpg,flip__0019,training,flip,3,4,7
training/flip/0021_000000016.jpg,flip__0021,training,flip,testing/flip/0018_000000012.jpg,flip__0018,testing,flip,5,6,11
training/flip/0021_000000017.jpg,flip__0021,training,flip,training/flip/0019_000000019.jpg,flip__0019,training,flip,7,6,13
training/flip/0021_000000018.jpg,flip__0021,training,flip,training/flip/0020_000000016.jpg,flip__0020,training,flip,9,4,13
training/flip/0021_000000019.jpg,flip__0021,training,flip,training/flip/0018_000000017.jpg,flip__0018,training,flip,9,2,11
training/flip/0021_000000020.jpg,flip__0021,training,flip,training/flip/0019_000000024.jpg,flip__0019,training,flip,6,4,10
training/flip/0021_000000021.jpg,flip__0021,training,flip,testing/flip/0019_000000025.jpg,flip__0019,testing,flip,11,4,15
training/flip/0021_000000022.jpg,flip__0021,training,flip,training/flip/0019_000000026.jpg,flip__0019,training,flip,8,0,8
training/flip/0021_000000023.jpg,flip__0021,training,flip,training/flip/0019_000000027.jpg,flip__0019,training,flip,9,4,13
training/flip/0021_000000024.jpg,flip__0021,training,flip,training/flip/0019_000000027.jpg,flip__0019,training,flip,7,4,11
training/flip/0021_000000025.jpg,flip__0021,training,flip,training/flip/0018_000000026.jpg,flip__0018,training,flip,2,6,8
training/flip/0021_000000026.jpg,flip__0021,training,flip,testing/flip/0020_000000023.jpg,flip__0020,testing,flip,6,6,12
training/flip/0021_000000028.jpg,flip__0021,training,flip,training/flip/0011_000000029.jpg,flip__0011,training,flip,6,10,16
training/flip/0021_000000029.jpg,flip__0021,training,flip,testing/flip/0020_000000023.jpg,flip__0020,testing,flip,8,8,16
training/flip/0021_000000030.jpg,flip__0021,training,flip,training/flip/0011_000000029.jpg,flip__0011,training,flip,5,12,17
training/flip/0022_000000007.jpg,flip__0022,training,flip,testing/flip/0012_000000008.jpg,flip__0012,testing,flip,5,4,9
training/flip/0022_000000008.jpg,flip__0022,training,flip,training/flip/0012_000000010.jpg,flip__0012,training,flip,3,2,5
training/flip/0022_000000009.jpg,flip__0022,training,flip,training/flip/0012_000000010.jpg,flip__0012,training,flip,9,8,17
training/flip/0022_000000011.jpg,flip__0022,training,flip,training/flip/0012_000000014.jpg,flip__0012,training,flip,7,4,11
training/flip/0022_000000012.jpg,flip__0022,training,flip,training/flip/0012_000000014.jpg,flip__0012,training,flip,6,6,12
training/flip/0022_000000013.jpg,flip__0022,training,flip,training/flip/0012_000000015.jpg,flip__0012,training,flip,6,6,12
training/flip/0022_000000014.jpg,flip__0022,training,flip,training/flip/0012_000000017.jpg,flip__0012,training,flip,9,4,13
training/flip/0022_000000015.jpg,flip__0022,training,flip,training/flip/0012_000000017.jpg,flip__0012,training,flip,8,4,12
training/flip/0022_000000016.jpg,flip__0022,training,flip,training/flip/0012_000000018.jpg,flip__0012,training,flip,8,6,14
training/flip/0022_000000017.jpg,flip__0022,training,flip,training/flip/0012_000000019.jpg,flip__0012,training,flip,7,8,15
training/flip/0022_000000018.jpg,flip__0022,training,flip,training/flip/0012_000000020.jpg,flip__0012,training,flip,9,8,17
training/flip/0022_000000019.jpg,flip__0022,training,flip,testing/flip/0012_000000022.jpg,flip__0012,testing,flip,12,8,20
training/flip/0022_000000021.jpg,flip__0022,training,flip,training/flip/0012_000000023.jpg,flip__0012,training,flip,6,6,12
training/flip/0022_000000022.jpg,flip__0022,training,flip,testing/flip/0012_000000025.jpg,flip__0012,testing,flip,10,4,14
training/flip/0022_000000023.jpg,flip__0022,training,flip,training/flip/0012_000000028.jpg,flip__0012,training,flip,9,6,15
training/flip/0022_000000024.jpg,flip__0022,training,flip,training/flip/0012_000000028.jpg,flip__0012,training,flip,9,4,13
training/flip/0023_000000003.jpg,flip__0023,training,flip,testing/flip/0014_000000010.jpg,flip__0014,testing,flip,11,8,19
training/flip/0023_000000004.jpg,flip__0023,training,flip,testing/flip/0014_000000010.jpg,flip__0014,testing,flip,11,6,17
training/flip/0023_000000005.jpg,flip__0023,training,flip,training/flip/0014_000000008.jpg,flip__0014,training,flip,10,6,16
training/flip/0023_000000006.jpg,flip__0023,training,flip,training/flip/0028_000000011.jpg,flip__0028,training,flip,12,6,18
training/flip/0023_000000016.jpg,flip__0023,training,flip,testing/flip/0033_000000016.jpg,flip__0033,testing,flip,11,4,15
training/flip/0023_000000017.jpg,flip__0023,training,flip,testing/flip/0032_000000010.jpg,flip__0032,testing,flip,7,4,11
training/flip/0023_000000018.jpg,flip__0023,training,flip,training/flip/0027_000000011.jpg,flip__0027,training,flip,6,2,8
training/flip/0023_000000019.jpg,flip__0023,training,flip,training/flip/0032_000000012.jpg,flip__0032,training,flip,5,8,13
training/flip/0023_000000020.jpg,flip__0023,training,flip,training/flip/0032_000000013.jpg,flip__0032,training,flip,3,10,13
training/flip/0023_000000021.jpg,flip__0023,training,flip,training/flip/0032_000000013.jpg,flip__0032,training,flip,4,10,14
training/flip/0023_000000022.jpg,flip__0023,training,flip,testing/flip/0027_000000016.jpg,flip__0027,testing,flip,4,10,14
training/flip/0023_000000023.jpg,flip__0023,training,flip,testing/flip/0027_000000018.jpg,flip__0027,testing,flip,11,8,19
training/flip/0023_000000024.jpg,flip__0023,training,flip,training/flip/0024_000000023.jpg,flip__0024,training,flip,10,4,14
training/flip/0023_000000025.jpg,flip__0023,training,flip,training/flip/0027_000000020.jpg,flip__0027,training,flip,8,4,12
training/flip/0024_000000016.jpg,flip__0024,training,flip,training/flip/0032_000000011.jpg,flip__0032,training,flip,3,2,5
training/flip/0024_000000018.jpg,flip__0024,training,flip,training/flip/0032_000000012.jpg,flip__0032,training,flip,5,4,9
training/flip/0024_000000020.jpg,flip__0024,training,flip,testing/flip/0033_000000021.jpg,flip__0033,testing,flip,8,4,12
training/flip/0024_000000022.jpg,flip__0024,training,flip,training/flip/0032_000000016.jpg,flip__0032,training,flip,5,4,9
training/flip/0024_000000023.jpg,flip__0024,training,flip,training/flip/0025_000000014.jpg,flip__0025,training,flip,4,6,10
training/flip/0024_000000024.jpg,flip__0024,training,flip,training/flip/0033_000000026.jpg,flip__0033,training,flip,6,4,10
training/flip/0024_000000025.jpg,flip__0024,training,flip,training/flip/0033_000000026.jpg,flip__0033,training,flip,6,4,10
training/flip/0024_000000026.jpg,flip__0024,training,flip,training/flip/0033_000000026.jpg,flip__0033,training,flip,7,4,11
training/flip/0024_000000027.jpg,flip__0024,training,flip,training/notflip/0025_000000006.jpg,notflip__0025,training,notflip,4,6,10
training/flip/0025_000000004.jpg,flip__0025,training,flip,training/flip/0024_000000016.jpg,flip__0024,training,flip,9,6,15
